primeOShuffle,responseSentence,pTSentence,primeType,correctPChoices,audio,btwncondition,slide_type,primeTShuffle,pTChoice,pOwrongAnswer,response,pTSymbols,responseSymbols,goodPOChoice,primeStrength,Answer.time_in_minutes,slide_number,correctPTChoice,pTwrongAnswer,responseChoice,correctPOChoice,pOChoice,workerid,trial_type,Answer.condition,block_rt,image,pOSymbols,response_rt,goodPTChoice,pOSentence
"[1, 0]",There are four stars.,There are four hearts.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[4, 9, 3]","[6, 8, 7]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10312,,"[0, 9, 3]",3188,0,There are four diamonds.
"[0, 1]",Some of the symbols are diamonds.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 3, 7]","[0, 5, 7]",1,0,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,14616,,"[7, 4, 6]",3983,1,Some of the symbols are circles.
"[0, 1]",There are four spades.,0 + 5 = ?,1,True,,exh-clausal,,"[1, 0]",0,"[7, 0, 0]",,"[5, 0, 5]","[3, 2, 8]",1,3,24.17465,,True,"[4, 0, 0]",1,True,1,5,filler,undefined,13514,,"[10, 3, 7]",5874,0,3 + 7 = ?
"[1, 0]",Some of the symbols are spades.,Some of the symbols are squares.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 1, 2]","[3, 9, 6]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,14586,,"[8, 7, 9]",3774,0,Some of the symbols are notes.
"[1, 0]",Some of the symbols are squares.,Some of the symbols are circles.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 3, 6]","[5, 9, 8]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10632,,"[1, 7, 2]",3123,1,Some of the symbols are clubs.
"[1, 0]",Some of the symbols are hearts.,"Some of the symbols are circles, but not all of them are circles.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[7, 6, 8]","[4, 1, 9]",0,2,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,19756,,"[1, 7, 4]",11521,0,"Some of the symbols are clubs, but not all of them are clubs."
"[1, 0]",There are four ticks.,2 + 1 = ?,1,True,,exh-clausal,,"[0, 1]",1,"[5, 0, 0]",,"[3, 2, 1]","[2, 8, 0]",0,3,24.17465,,True,"[8, 0, 0]",0,True,0,5,response,undefined,13836,,"[9, 1, 8]",4032,1,1 + 8 = ?
"[1, 0]",There is a diamond.,There is a note.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 4, 2]","[0, 2, 3]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,12336,,"[2, 8, 6]",3594,0,There is a tick.
"[1, 0]",Some of the symbols are squares.,6 + 4 = ?,0,True,,exh-clausal,,"[0, 1]",1,"[5, 0, 0]",,"[10, 6, 4]","[5, 2, 6]",0,3,24.17465,,True,"[2, 0, 0]",1,True,0,5,filler,undefined,11005,,"[10, 1, 9]",4763,1,1 + 9 = ?
"[1, 0]",There is a diamond.,There is a square.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 1, 3]","[0, 9, 3]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,19594,,"[4, 5, 1]",12905,0,There is a heart.
"[0, 1]",There are four diamonds.,There are four stars.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 7, 4]","[0, 9, 1]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,10248,,"[0, 3, 6]",3311,1,There are four diamonds.
"[0, 1]",There are four ticks.,"There are four diamonds, but there are no more than four diamonds.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 7, 9]","[2, 4, 3]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,11664,,"[5, 7, 3]",3671,1,"There are four squares, but there are no more than four squares."
"[0, 1]",There is a star.,There is a club.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 0, 3]","[6, 1, 9]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,9906,,"[2, 6, 0]",3537,1,There is a tick.
"[0, 1]",Some of the symbols are stars.,Some of the symbols are ticks.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 3, 1]","[6, 8, 0]",1,0,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,12272,,"[0, 9, 3]",3513,0,Some of the symbols are diamonds.
"[0, 1]",There are four diamonds.,There are four stars.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 5, 9]","[0, 6, 7]",1,0,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,9711,,"[1, 7, 8]",3187,0,There are four clubs.
"[1, 0]",There is a circle.,8 + 1 = ?,2,False,,exh-clausal,,"[0, 1]",0,"[3, 0, 0]",,"[9, 8, 1]","[7, 3, 2]",0,3,24.17465,,False,"[1, 0, 0]",0,False,1,5,response,undefined,8726,,"[2, 2, 0]",2913,1,2 + 0 = ?
"[0, 1]",There are four diamonds.,2 + 9 = ?,1,True,,exh-clausal,,"[1, 0]",0,"[1, 0, 0]",,"[11, 2, 9]","[0, 7, 8]",1,3,24.17465,,True,"[8, 0, 0]",0,True,1,5,response,undefined,16232,,"[11, 4, 7]",2787,0,4 + 7 = ?
"[1, 0]",Some of the symbols are squares.,"Some of the symbols are circles, but not all of them are circles.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 5, 0]","[5, 0, 7]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,12790,,"[0, 6, 8]",3695,1,"Some of the symbols are diamonds, but not all of them are diamonds."
"[0, 1]",Some of the symbols are diamonds.,Some of the symbols are squares.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 8, 4]","[0, 7, 3]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,20638,,"[9, 1, 3]",3882,1,Some of the symbols are triangles.
"[0, 1]",There are four diamonds.,"There are four triangles, but there are no more than four triangles.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 7, 1]","[0, 4, 3]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,14468,,"[1, 7, 3]",5287,1,"There are four clubs, but there are no more than four clubs."
"[0, 1]",There is a triangle.,9 + 2 = ?,2,True,,exh-clausal,,"[1, 0]",0,"[8, 0, 0]",,"[11, 9, 2]","[9, 7, 3]",1,3,24.17465,,True,"[3, 0, 0]",1,True,1,5,filler,undefined,11819,,"[4, 0, 4]",4279,0,0 + 4 = ?
"[1, 0]",Some of the symbols are clubs.,0 + 4 = ?,0,False,,exh-clausal,,"[0, 1]",0,"[7, 0, 0]",,"[4, 0, 4]","[1, 4, 3]",0,3,24.17465,,False,"[5, 0, 0]",0,False,1,5,response,undefined,10938,,"[6, 1, 5]",3798,1,1 + 5 = ?
"[0, 1]",Some of the symbols are squares.,9 + 7 = ?,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[16, 9, 7]","[5, 8, 2]",1,3,24.17465,,False,"[1, 0, 0]",1,True,1,5,filler,undefined,9507,,"[13, 6, 7]",3539,1,6 + 7 = ?
"[1, 0]",Some of the symbols are hearts.,"Some of the symbols are squares, but not all of them are squares.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 1, 9]","[4, 8, 9]",0,2,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,16537,,"[9, 6, 7]",9131,1,"Some of the symbols are triangles, but not all of them are triangles."
"[0, 1]",There are four clubs.,"There are four hearts, but there are no more than four hearts.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 1, 5]","[1, 2, 9]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,10569,,"[4, 1, 9]",2701,1,"There are four hearts, but there are no more than four hearts."
"[1, 0]",There is a spade.,There is a heart.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[4, 6, 0]","[3, 2, 1]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,9382,,"[2, 6, 4]",2983,0,There is a tick.
"[1, 0]",There are four spades.,There are four squares.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 3, 7]","[3, 4, 6]",0,1,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,9790,,"[9, 8, 3]",3446,1,There are four triangles.
"[0, 1]",There are four spades.,0 + 8 = ?,1,False,,exh-clausal,,"[0, 1]",1,"[7, 0, 0]",,"[8, 0, 8]","[3, 4, 1]",1,3,24.17465,,True,"[1, 0, 0]",1,False,0,5,filler,undefined,9108,,"[8, 8, 0]",3648,1,8 + 0 = ?
"[1, 0]",Some of the symbols are clubs.,Some of the symbols are notes.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 7, 5]","[1, 6, 4]",0,1,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,12006,,"[8, 1, 3]",4069,1,Some of the symbols are notes.
"[0, 1]",There is a circle.,"There is a triangle, but there is nothing besides a triangle.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[9, 6, 3]","[7, 2, 0]",1,2,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,12953,,"[8, 3, 0]",3156,0,"There is a note, but there is nothing besides a note."
"[1, 0]",There is a club.,"There is a tick, but there is nothing besides a tick.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 3, 5]","[1, 3, 7]",0,2,24.17465,,True,"[0, 0, 0]",0,True,0,5,filler,undefined,14123,,"[2, 0, 5]",4701,0,"There is a tick, but there is nothing besides a tick."
"[0, 1]",Some of the symbols are notes.,4 + 1 = ?,0,True,,exh-clausal,,"[1, 0]",0,"[6, 0, 0]",,"[5, 4, 1]","[8, 6, 3]",1,3,24.17465,,True,"[7, 0, 0]",0,True,1,5,response,undefined,9452,,"[5, 1, 4]",3451,0,1 + 4 = ?
"[0, 1]",There is a circle.,"There is a club, but there is nothing besides a club.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 6]","[7, 5, 2]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,12578,,"[4, 2, 5]",4763,1,"There is a heart, but there is nothing besides a heart."
"[0, 1]",There are four clubs.,There are four squares.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 3, 6]","[1, 7, 4]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,9758,,"[8, 6, 3]",3233,0,There are four notes.
"[0, 1]",Some of the symbols are clubs.,Some of the symbols are notes.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 3, 4]","[1, 6, 4]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,9608,,"[6, 9, 7]",3593,1,Some of the symbols are stars.
"[1, 0]",There is a spade.,"There is a spade, but there is nothing besides a spade.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 0, 8]","[3, 2, 4]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,10906,,"[5, 8, 2]",3623,0,"There is a square, but there is nothing besides a square."
"[0, 1]",There is a tick.,6 + 0 = ?,2,True,,exh-clausal,,"[1, 0]",0,"[6, 0, 0]",,"[6, 6, 0]","[2, 0, 7]",1,3,24.17465,,True,"[4, 0, 0]",0,True,1,5,response,undefined,9672,,"[11, 7, 4]",2945,0,7 + 4 = ?
"[1, 0]",There is a heart.,There is a spade.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 9, 5]","[4, 6, 8]",0,1,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,9366,,"[7, 0, 2]",3085,1,There is a circle.
"[1, 0]",Some of the symbols are ticks.,0 + 0 = ?,0,False,,exh-clausal,,"[0, 1]",0,"[4, 0, 0]",,"[0, 0, 0]","[2, 4, 0]",0,3,24.17465,,False,"[3, 0, 0]",1,False,1,5,filler,undefined,9968,,"[14, 9, 5]",4085,1,9 + 5 = ?
"[0, 1]",Some of the symbols are ticks.,Some of the symbols are spades.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 2, 1]","[2, 7, 0]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,13538,,"[1, 4, 5]",3241,1,Some of the symbols are clubs.
"[1, 0]",There are four clubs.,There are four clubs.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 3, 0]","[1, 9, 3]",0,1,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,9713,,"[7, 8, 3]",3586,1,There are four circles.
"[0, 1]",There is a tick.,There is a diamond.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 5, 1]","[2, 1, 3]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,9529,,"[4, 8, 2]",3459,0,There is a heart.
"[0, 1]",There are four stars.,There are four notes.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 4, 7]","[6, 3, 9]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,9156,,"[7, 3, 0]",2810,0,There are four circles.
"[0, 1]",There is a square.,4 + 1 = ?,2,False,,exh-clausal,,"[1, 0]",1,"[8, 0, 0]",,"[5, 4, 1]","[5, 9, 0]",1,3,24.17465,,False,"[3, 0, 0]",0,False,0,5,response,undefined,9616,,"[10, 5, 5]",3177,0,5 + 5 = ?
"[0, 1]",There is a club.,2 + 4 = ?,2,False,,exh-clausal,,"[0, 1]",1,"[8, 0, 0]",,"[6, 2, 4]","[1, 7, 0]",1,3,24.17465,,True,"[1, 0, 0]",1,False,0,5,filler,undefined,8929,,"[6, 0, 6]",3203,1,0 + 6 = ?
"[1, 0]",Some of the symbols are circles.,6 + 5 = ?,0,False,,exh-clausal,,"[1, 0]",0,"[4, 0, 0]",,"[11, 6, 5]","[7, 3, 6]",0,3,24.17465,,True,"[5, 0, 0]",1,False,1,5,filler,undefined,13632,,"[2, 2, 0]",6250,0,2 + 0 = ?
"[0, 1]",Some of the symbols are squares.,Some of the symbols are squares.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 8, 1]","[5, 0, 6]",1,1,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,11398,,"[9, 1, 7]",4475,0,Some of the symbols are triangles.
"[0, 1]",Some of the symbols are diamonds.,Some of the symbols are hearts.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 9, 6]","[0, 8, 3]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,11828,,"[3, 8, 2]",3470,1,Some of the symbols are spades.
"[1, 0]",There is a triangle.,There is a note.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 0, 3]","[9, 1, 6]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,11100,,"[3, 0, 4]",3538,1,There is a spade.
"[1, 0]",There is a star.,8 + 9 = ?,2,False,,exh-clausal,,"[0, 1]",0,"[5, 0, 0]",,"[17, 8, 9]","[6, 1, 8]",0,3,24.17465,,False,"[8, 0, 0]",1,False,1,5,filler,undefined,10194,,"[9, 4, 5]",3303,1,4 + 5 = ?
"[0, 1]",Some of the symbols are spades.,"Some of the symbols are clubs, but not all of them are clubs.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 3, 5]","[3, 1, 5]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,15438,,"[0, 2, 1]",4726,1,"Some of the symbols are diamonds, but not all of them are diamonds."
"[1, 0]",There are four circles.,1 + 0 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[5, 0, 0]",,"[1, 1, 0]","[7, 5, 6]",0,3,24.17465,,False,"[8, 0, 0]",1,False,1,5,filler,undefined,8921,,"[5, 2, 3]",3670,1,2 + 3 = ?
"[0, 1]",There are four notes.,There are four clubs.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 4, 9]","[8, 5, 2]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,11060,,"[6, 0, 3]",3287,0,There are four stars.
"[1, 0]",There are four circles.,There are four diamonds.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 1, 5]","[7, 6, 0]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10329,,"[2, 8, 1]",3594,0,There are four ticks.
"[1, 0]",There is a circle.,There is a star.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 2, 3]","[7, 2, 0]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,12234,,"[7, 0, 2]",3194,0,There is a circle.
"[0, 1]",There are four stars.,8 + 0 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[9, 0, 0]",,"[8, 8, 0]","[6, 2, 3]",1,3,24.17465,,False,"[5, 0, 0]",1,True,1,5,filler,undefined,9742,,"[10, 2, 8]",3366,1,2 + 8 = ?
"[1, 0]",There are four hearts.,"There are four hearts, but there are no more than four hearts.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 7, 5]","[4, 2, 3]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,10460,,"[4, 0, 2]",2858,1,"There are four hearts, but there are no more than four hearts."
"[1, 0]",Some of the symbols are diamonds.,"Some of the symbols are clubs, but not all of them are clubs.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 3, 6]","[0, 6, 1]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,16008,,"[0, 5, 8]",5086,0,"Some of the symbols are diamonds, but not all of them are diamonds."
"[1, 0]",There are four squares.,There are four notes.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 7, 4]","[5, 6, 3]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,9248,,"[6, 0, 9]",3046,0,There are four stars.
"[0, 1]",There are four stars.,6 + 7 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[6, 0, 0]",,"[13, 6, 7]","[6, 2, 9]",1,3,24.17465,,False,"[0, 0, 0]",0,True,1,5,response,undefined,8532,,"[9, 0, 9]",2852,1,0 + 9 = ?
"[1, 0]",Some of the symbols are notes.,Some of the symbols are clubs.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 9]","[8, 2, 4]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10374,,"[8, 0, 1]",3132,1,Some of the symbols are notes.
"[0, 1]",There are four ticks.,"There are four triangles, but there are no more than four triangles.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 4, 7]","[2, 0, 4]",1,2,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,12406,,"[3, 8, 2]",4250,1,"There are four spades, but there are no more than four spades."
"[0, 1]",There is a square.,"There is a square, but there is nothing besides a square.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 8, 3]","[5, 2, 0]",1,2,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,11522,,"[2, 3, 6]",3382,0,"There is a tick, but there is nothing besides a tick."
"[1, 0]",Some of the symbols are triangles.,7 + 1 = ?,0,False,,exh-clausal,,"[1, 0]",1,"[9, 0, 0]",,"[8, 7, 1]","[9, 7, 3]",0,3,24.17465,,False,"[9, 0, 0]",0,True,0,5,response,undefined,11210,,"[16, 7, 9]",3725,0,7 + 9 = ?
"[1, 0]",There is a note.,"There is a star, but there is nothing besides a star.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 5, 7]","[8, 2, 4]",0,2,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10938,,"[8, 9, 6]",2828,0,"There is a note, but there is nothing besides a note."
"[0, 1]",There are four notes.,"There are four circles, but there are no more than four circles.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[7, 2, 8]","[8, 2, 4]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,9742,,"[6, 3, 4]",3212,0,"There are four stars, but there are no more than four stars."
"[1, 0]",There are four clubs.,There are four circles.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 2, 9]","[1, 5, 0]",0,0,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,9382,,"[2, 5, 9]",3484,1,There are four ticks.
"[1, 0]",There are four diamonds.,There are four spades.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 7, 4]","[0, 9, 3]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,9194,,"[4, 9, 0]",3124,0,There are four hearts.
"[0, 1]",Some of the symbols are clubs.,"Some of the symbols are diamonds, but not all of them are diamonds.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 2, 4]","[1, 3, 6]",1,2,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,15757,,"[7, 1, 5]",7764,0,"Some of the symbols are circles, but not all of them are circles."
"[0, 1]",Some of the symbols are squares.,"Some of the symbols are diamonds, but not all of them are diamonds.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 5, 3]","[5, 2, 6]",1,2,24.17465,,True,"[0, 0, 0]",0,True,1,5,response,undefined,10951,,"[6, 3, 5]",3413,0,"Some of the symbols are stars, but not all of them are stars."
"[1, 0]",There is a note.,There is a diamond.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 5, 1]","[8, 3, 6]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,11352,,"[7, 0, 6]",4015,1,There is a circle.
"[1, 0]",There is a star.,There is a spade.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[3, 5, 2]","[6, 1, 7]",0,1,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,10023,,"[1, 5, 2]",2726,1,There is a club.
"[1, 0]",There is a tick.,"There is a heart, but there is nothing besides a heart.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 5, 7]","[2, 4, 9]",0,2,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,9029,,"[0, 8, 3]",2505,1,"There is a diamond, but there is nothing besides a diamond."
"[1, 0]",Some of the symbols are ticks.,"Some of the symbols are notes, but not all of them are notes.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 2, 7]","[2, 9, 8]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,11242,,"[2, 1, 3]",3671,0,"Some of the symbols are ticks, but not all of them are ticks."
"[1, 0]",There is a club.,There is a circle.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[7, 2, 4]","[1, 2, 6]",0,1,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,9000,,"[8, 9, 0]",3016,0,There is a note.
"[0, 1]",There is a circle.,There is a note.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 6, 1]","[7, 1, 4]",1,0,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,10155,,"[1, 8, 3]",3163,1,There is a club.
"[1, 0]",There are four notes.,"There are four clubs, but there are no more than four clubs.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 0, 7]","[8, 7, 0]",0,2,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,11014,,"[0, 5, 7]",3536,0,"There are four diamonds, but there are no more than four diamonds."
"[1, 0]",There are four notes.,There are four diamonds.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 1, 9]","[8, 2, 9]",0,0,24.17465,,True,"[0, 0, 0]",1,True,0,5,filler,undefined,8680,,"[2, 8, 5]",2766,1,There are four ticks.
"[1, 0]",Some of the symbols are spades.,Some of the symbols are diamonds.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 6, 7]","[3, 9, 0]",0,1,24.17465,,True,"[0, 0, 0]",0,True,0,5,response,undefined,13381,,"[1, 6, 5]",4030,1,Some of the symbols are clubs.
"[0, 1]",There are four stars.,There are four circles.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 0, 9]","[6, 7, 0]",1,1,24.17465,,True,"[0, 0, 0]",1,True,1,5,filler,undefined,10602,,"[2, 1, 6]",4031,1,There are four ticks.
,,,,,,,bot_check,,,,"[0, 'Jessica']",,,,,11.552816666666667,1,,,,,,6,,undefined,,Jessica,,,,
"[1, 0]",There are four diamonds.,8 + 5 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[5, 0, 0]",,"[13, 8, 5]","[0, 8, 6]",0,3,11.552816666666667,,False,"[8, 0, 0]",1,False,1,6,filler,undefined,4833,,"[12, 8, 4]",1201,1,8 + 4 = ?
"[0, 1]",There is a club.,1 + 5 = ?,2,False,,exh-clausal,,"[0, 1]",0,"[4, 0, 0]",,"[6, 1, 5]","[1, 7, 5]",1,3,11.552816666666667,,False,"[0, 0, 0]",1,True,1,6,response,undefined,6220,,"[16, 7, 9]",4087,1,7 + 9 = ?
"[1, 0]",There is a triangle.,0 + 8 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[5, 0, 0]",,"[8, 0, 8]","[9, 7, 6]",0,3,11.552816666666667,,True,"[2, 0, 0]",1,False,1,6,response,undefined,4135,,"[9, 5, 4]",1671,0,5 + 4 = ?
"[1, 0]",Some of the symbols are clubs.,"Some of the symbols are clubs, but not all of them are clubs.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 0]","[1, 8, 2]",0,2,11.552816666666667,,True,"[0, 0, 0]",1,True,0,6,filler,undefined,12669,,"[3, 9, 6]",2123,1,"Some of the symbols are spades, but not all of them are spades."
"[1, 0]",There are four stars.,"There are four stars, but there are no more than four stars.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 4, 5]","[6, 9, 2]",0,2,11.552816666666667,,True,"[0, 0, 0]",1,True,0,6,response,undefined,6147,,"[7, 8, 1]",1791,0,"There are four circles, but there are no more than four circles."
"[1, 0]",There are four diamonds.,There are four clubs.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 7]","[0, 9, 8]",0,0,11.552816666666667,,True,"[0, 0, 0]",1,True,0,6,response,undefined,20054,,"[2, 3, 5]",2093,1,There are four ticks.
"[0, 1]",There are four notes.,There are four hearts.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[4, 2, 3]","[8, 9, 0]",1,1,11.552816666666667,,True,"[0, 0, 0]",1,True,1,6,filler,undefined,4746,,"[5, 2, 8]",1294,0,There are four squares.
"[1, 0]",There are four stars.,There are four diamonds.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 2, 4]","[6, 4, 8]",0,0,11.552816666666667,,True,"[0, 0, 0]",1,True,0,6,filler,undefined,4303,,"[9, 5, 0]",1157,0,There are four triangles.
