block_rt,workerid,pOSentence,pTwrongAnswer,primeType,primeTShuffle,Answer.condition,slide_type,pTChoice,correctPOChoice,btwncondition,correctPTChoice,trial_type,Answer.time_in_minutes,pTSentence,pOSymbols,audio,pOChoice,slide_number,correctPChoices,responseSymbols,response_rt,goodPOChoice,response,primeOShuffle,image,responseSentence,primeStrength,goodPTChoice,pOwrongAnswer,pTSymbols,responseChoice
3823,9,6 + 2 = ?,"[1, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.884166666666667,7 + 6 = ?,"[8, 6, 2]",,1,,True,"[7, 1, 5]",1261,1,,"[0, 1]",,Some of the symbols are circles.,3,0,"[0, 0, 0]","[13, 7, 6]",1
4359,9,There is a note but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.884166666666667,There is a triangle but nothing else.,"[8, 7, 1]",,0,,True,"[8, 2, 9]",1988,0,,"[1, 0]",,There is a note.,2,0,"[0, 0, 0]","[9, 3, 7]",1
3819,9,There is a diamond but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.884166666666667,There is a spade but nothing else.,"[0, 4, 3]",,0,,True,"[6, 1, 9]",1367,0,,"[1, 0]",,There is a star.,2,1,"[0, 0, 0]","[3, 7, 0]",1
3497,9,Some of the symbols are stars.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,10.884166666666667,Some of the symbols are triangles.,"[6, 9, 5]",,0,,False,"[7, 0, 9]",939,1,,"[0, 1]",,Some of the symbols are circles.,1,0,"[0, 0, 0]","[9, 6, 2]",0
3990,9,7 + 8 = ?,"[8, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.884166666666667,0 + 9 = ?,"[15, 7, 8]",,1,,True,"[0, 5, 6]",1788,1,,"[0, 1]",,There is a diamond.,3,0,"[1, 0, 0]","[9, 0, 9]",1
3979,9,There are four hearts.,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.884166666666667,There are four notes.,"[4, 7, 3]",,0,,False,"[2, 9, 0]",1055,1,,"[0, 1]",,There are four ticks.,1,1,"[0, 0, 0]","[8, 6, 9]",0
3961,9,4 + 4 = ?,"[0, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.884166666666667,3 + 7 = ?,"[8, 4, 4]",,0,,False,"[3, 8, 0]",1595,0,,"[1, 0]",,Some of the symbols are spades.,3,0,"[9, 0, 0]","[10, 3, 7]",1
3787,9,There is a square but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.884166666666667,There is a diamond but nothing else.,"[5, 0, 2]",,1,,True,"[8, 6, 0]",1328,1,,"[0, 1]",,There is a note.,2,1,"[0, 0, 0]","[0, 4, 1]",0
,10,,,,,undefined,bot_check,,,,,,10.21725,,,,,1,,,,,"[0, 'Margaret']",,Margaret,,,,,,
9177,10,Some but not all of the symbols are triangles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,Some but not all of the symbols are hearts.,"[9, 0, 6]",,0,,True,"[9, 0, 8]",3032,0,,"[1, 0]",,Some of the symbols are triangles.,2,0,"[0, 0, 0]","[4, 7, 2]",1
9865,10,There is a star but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a note but nothing else.,"[6, 7, 8]",,1,,True,"[5, 1, 4]",2033,1,,"[0, 1]",,There is a square.,2,0,"[0, 0, 0]","[8, 9, 1]",1
6180,10,5 + 1 = ?,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.21725,9 + 5 = ?,"[6, 5, 1]",,1,,False,"[4, 9, 2]",2017,0,,"[1, 0]",,Some of the symbols are hearts.,3,0,"[7, 0, 0]","[14, 9, 5]",1
8099,10,Some but not all of the symbols are ticks.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,Some but not all of the symbols are ticks.,"[2, 8, 4]",,1,,True,"[9, 6, 2]",2389,1,,"[0, 1]",,Some of the symbols are triangles.,2,0,"[0, 0, 0]","[2, 0, 6]",1
5641,10,There is a square but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There is a triangle but nothing else.,"[5, 0, 7]",,1,,True,"[6, 7, 3]",2055,1,,"[0, 1]",,There is a star.,2,1,"[0, 0, 0]","[9, 7, 5]",1
6181,10,There is a star.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a spade.,"[6, 7, 8]",,1,,True,"[9, 6, 1]",1874,1,,"[0, 1]",,There is a triangle.,0,0,"[0, 0, 0]","[3, 6, 2]",1
5591,10,7 + 5 = ?,"[5, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.21725,3 + 3 = ?,"[12, 7, 5]",,1,,False,"[3, 1, 0]",1623,1,,"[0, 1]",,There are four spades.,3,1,"[4, 0, 0]","[6, 3, 3]",1
7077,10,There is a club.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a square.,"[1, 0, 6]",,0,,True,"[9, 2, 1]",2242,0,,"[1, 0]",,There is a triangle.,1,1,"[0, 0, 0]","[5, 2, 1]",0
5930,10,0 + 8 = ?,"[10, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,5 + 4 = ?,"[8, 0, 8]",,1,,True,"[7, 6, 9]",1844,1,,"[0, 1]",,There are four circles.,3,0,"[9, 0, 0]","[9, 5, 4]",1
7377,10,0 + 8 = ?,"[2, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.21725,7 + 4 = ?,"[8, 0, 8]",,0,,False,"[6, 8, 3]",3873,0,,"[1, 0]",,Some of the symbols are stars.,3,0,"[0, 0, 0]","[11, 7, 4]",1
4788,10,There are four diamonds.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four ticks.,"[0, 2, 4]",,0,,True,"[9, 3, 6]",1369,0,,"[1, 0]",,There are four triangles.,1,1,"[0, 0, 0]","[2, 3, 8]",1
6758,10,There are four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four diamonds.,"[7, 2, 6]",,1,,True,"[5, 6, 9]",2167,1,,"[0, 1]",,There are four squares.,0,1,"[0, 0, 0]","[0, 6, 4]",1
5438,10,2 + 1 = ?,"[7, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.21725,9 + 0 = ?,"[3, 2, 1]",,0,,False,"[6, 1, 4]",2715,0,,"[1, 0]",,Some of the symbols are stars.,3,0,"[4, 0, 0]","[9, 9, 0]",1
5098,10,There are four diamonds.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four circles.,"[0, 6, 7]",,1,,True,"[0, 5, 4]",2002,1,,"[0, 1]",,There are four diamonds.,0,1,"[0, 0, 0]","[7, 9, 1]",1
7338,10,Some of the symbols are notes.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,Some of the symbols are diamonds.,"[8, 7, 6]",,1,,True,"[3, 1, 9]",2558,1,,"[0, 1]",,Some of the symbols are spades.,1,0,"[0, 0, 0]","[0, 6, 3]",1
6058,10,There is a square but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a note but nothing else.,"[5, 6, 2]",,0,,True,"[8, 1, 3]",2976,0,,"[1, 0]",,There is a note.,2,0,"[0, 0, 0]","[8, 7, 5]",1
5302,10,4 + 6 = ?,"[6, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,6 + 6 = ?,"[10, 4, 6]",,0,,True,"[0, 4, 8]",2217,0,,"[1, 0]",,There is a diamond.,3,1,"[5, 0, 0]","[12, 6, 6]",0
7459,10,Some but not all of the symbols are spades.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some but not all of the symbols are squares.,"[3, 9, 2]",,0,,True,"[2, 9, 0]",2356,0,,"[1, 0]",,Some of the symbols are ticks.,2,1,"[0, 0, 0]","[5, 8, 0]",1
5830,10,Some of the symbols are notes.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some of the symbols are clubs.,"[8, 6, 1]",,0,,True,"[7, 5, 3]",1869,0,,"[1, 0]",,Some of the symbols are circles.,1,1,"[0, 0, 0]","[1, 4, 9]",1
5436,10,6 + 4 = ?,"[1, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.21725,9 + 2 = ?,"[10, 6, 4]",,0,,False,"[8, 4, 6]",2360,0,,"[1, 0]",,There is a note.,3,0,"[9, 0, 0]","[11, 9, 2]",1
10863,10,There are four but no more than four hearts.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four but no more than four clubs.,"[4, 2, 7]",,1,,True,"[6, 1, 4]",1544,1,,"[0, 1]",,There are four stars.,2,1,"[0, 0, 0]","[1, 0, 7]",1
6218,10,There is a square.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a spade.,"[5, 4, 0]",,1,,True,"[6, 5, 8]",1744,1,,"[0, 1]",,There is a star.,0,0,"[0, 0, 0]","[3, 1, 8]",1
5562,10,There is a spade.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,There is a circle.,"[3, 5, 4]",,0,,True,"[8, 2, 3]",1439,0,,"[1, 0]",,There is a note.,0,0,"[0, 0, 0]","[7, 6, 5]",0
8334,10,There are four ticks.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,There are four spades.,"[2, 4, 0]",,0,,True,"[0, 9, 3]",3588,0,,"[1, 0]",,There are four diamonds.,1,0,"[0, 0, 0]","[3, 0, 2]",1
4378,10,There are four diamonds.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four ticks.,"[0, 5, 3]",,0,,True,"[9, 2, 0]",1710,0,,"[1, 0]",,There are four triangles.,1,1,"[0, 0, 0]","[2, 3, 6]",1
6550,10,Some but not all of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some but not all of the symbols are spades.,"[5, 7, 3]",,0,,True,"[0, 1, 9]",1638,0,,"[1, 0]",,Some of the symbols are diamonds.,2,1,"[0, 0, 0]","[3, 0, 7]",1
4907,10,2 + 5 = ?,"[1, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,2 + 2 = ?,"[7, 2, 5]",,0,,True,"[0, 9, 5]",1564,0,,"[1, 0]",,There is a diamond.,3,1,"[5, 0, 0]","[4, 2, 2]",1
5642,10,There are four but no more than four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four but no more than four squares.,"[9, 0, 7]",,1,,True,"[8, 7, 9]",1779,1,,"[0, 1]",,There are four notes.,2,1,"[0, 0, 0]","[5, 6, 4]",1
4160,10,8 + 2 = ?,"[9, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.21725,7 + 3 = ?,"[10, 8, 2]",,1,,False,"[8, 3, 0]",1397,0,,"[1, 0]",,There are four notes.,3,1,"[7, 0, 0]","[10, 7, 3]",1
5506,10,2 + 2 = ?,"[7, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.21725,6 + 4 = ?,"[4, 2, 2]",,1,,False,"[1, 9, 6]",2781,0,,"[1, 0]",,There is a club.,3,0,"[5, 0, 0]","[10, 6, 4]",1
8465,10,5 + 9 = ?,"[2, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,5 + 7 = ?,"[14, 5, 9]",,1,,True,"[5, 1, 8]",2000,1,,"[0, 1]",,There is a square.,3,0,"[2, 0, 0]","[12, 5, 7]",0
4559,10,There are four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There are four stars.,"[3, 6, 2]",,1,,True,"[5, 8, 6]",1365,1,,"[0, 1]",,There are four squares.,0,0,"[0, 0, 0]","[6, 5, 8]",1
6696,10,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some of the symbols are clubs.,"[2, 9, 7]",,1,,True,"[7, 2, 9]",2117,1,,"[0, 1]",,Some of the symbols are circles.,0,1,"[0, 0, 0]","[1, 4, 2]",1
3679,10,There are four hearts.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four clubs.,"[4, 1, 2]",,1,,True,"[8, 3, 7]",1264,1,,"[0, 1]",,There are four notes.,0,1,"[0, 0, 0]","[1, 7, 6]",1
4365,10,There is a star but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a heart but nothing else.,"[6, 0, 4]",,0,,True,"[6, 8, 9]",1626,0,,"[1, 0]",,There is a star.,2,1,"[0, 0, 0]","[4, 1, 0]",0
4459,10,There is a triangle.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,There is a spade.,"[9, 0, 2]",,1,,True,"[7, 8, 4]",1125,1,,"[0, 1]",,There is a circle.,0,0,"[0, 0, 0]","[3, 8, 2]",0
6170,10,Some but not all of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some but not all of the symbols are spades.,"[5, 9, 3]",,0,,True,"[1, 6, 5]",2481,0,,"[1, 0]",,Some of the symbols are clubs.,2,1,"[0, 0, 0]","[3, 0, 8]",1
6409,10,Some of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some of the symbols are diamonds.,"[5, 0, 6]",,1,,True,"[5, 8, 2]",2184,1,,"[0, 1]",,Some of the symbols are squares.,1,1,"[0, 0, 0]","[0, 9, 6]",1
4558,10,1 + 5 = ?,"[8, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.21725,8 + 9 = ?,"[6, 1, 5]",,0,,False,"[3, 0, 6]",1776,0,,"[1, 0]",,Some of the symbols are spades.,3,0,"[9, 0, 0]","[17, 8, 9]",1
4273,10,There is a square.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a triangle.,"[5, 4, 9]",,0,,True,"[1, 3, 2]",1969,0,,"[1, 0]",,There is a club.,1,0,"[0, 0, 0]","[9, 7, 1]",1
5863,10,There is a club.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a star.,"[1, 6, 5]",,1,,True,"[7, 6, 9]",3478,1,,"[0, 1]",,There is a circle.,1,1,"[0, 0, 0]","[6, 9, 0]",0
5045,10,There are four ticks.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four squares.,"[2, 0, 3]",,0,,True,"[3, 8, 5]",1499,0,,"[1, 0]",,There are four spades.,1,1,"[0, 0, 0]","[5, 2, 3]",1
4164,10,There is a circle.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a triangle.,"[7, 2, 1]",,1,,True,"[1, 3, 9]",1609,1,,"[0, 1]",,There is a club.,0,1,"[0, 0, 0]","[9, 5, 0]",0
5043,10,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some of the symbols are notes.,"[2, 7, 0]",,1,,True,"[5, 9, 6]",2043,1,,"[0, 1]",,Some of the symbols are squares.,1,1,"[0, 0, 0]","[8, 9, 3]",1
4766,10,There is a square but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,There is a triangle but nothing else.,"[5, 4, 6]",,0,,True,"[9, 5, 0]",1686,0,,"[1, 0]",,There is a triangle.,2,0,"[0, 0, 0]","[9, 3, 7]",0
4203,10,There are four diamonds.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There are four spades.,"[0, 6, 3]",,0,,True,"[3, 2, 9]",1370,0,,"[1, 0]",,There are four spades.,0,0,"[0, 0, 0]","[3, 2, 4]",1
5229,10,Some of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,Some of the symbols are squares.,"[7, 5, 4]",,0,,True,"[0, 3, 6]",2243,0,,"[1, 0]",,Some of the symbols are diamonds.,1,0,"[0, 0, 0]","[5, 0, 8]",1
3813,10,There is a tick.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There is a note.,"[2, 9, 5]",,0,,True,"[6, 5, 9]",1360,0,,"[1, 0]",,There is a star.,1,1,"[0, 0, 0]","[8, 9, 7]",1
7608,10,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,Some of the symbols are stars.,"[1, 4, 6]",,1,,True,"[4, 2, 5]",3004,1,,"[0, 1]",,Some of the symbols are hearts.,0,0,"[0, 0, 0]","[6, 0, 2]",1
6396,10,Some of the symbols are notes.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some of the symbols are stars.,"[8, 3, 2]",,0,,True,"[7, 4, 1]",2346,0,,"[1, 0]",,Some of the symbols are circles.,0,1,"[0, 0, 0]","[6, 0, 7]",1
3421,10,There are four circles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There are four stars.,"[7, 4, 0]",,0,,True,"[1, 8, 9]",1276,0,,"[1, 0]",,There are four clubs.,1,0,"[0, 0, 0]","[6, 9, 5]",1
4769,10,Some but not all of the symbols are squares.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,Some but not all of the symbols are circles.,"[5, 0, 8]",,1,,True,"[3, 7, 1]",1664,1,,"[0, 1]",,Some of the symbols are spades.,2,0,"[0, 0, 0]","[7, 3, 4]",1
4849,10,There is a circle.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There is a star.,"[7, 1, 5]",,1,,True,"[4, 5, 0]",1647,1,,"[0, 1]",,There is a heart.,0,1,"[0, 0, 0]","[6, 1, 7]",1
4939,10,7 + 7 = ?,"[2, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.21725,4 + 2 = ?,"[14, 7, 7]",,1,,False,"[4, 5, 8]",2422,1,,"[0, 1]",,Some of the symbols are hearts.,3,1,"[2, 0, 0]","[6, 4, 2]",1
4878,10,6 + 0 = ?,"[9, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,2 + 7 = ?,"[6, 6, 0]",,0,,True,"[4, 7, 1]",1688,0,,"[1, 0]",,There is a heart.,3,0,"[2, 0, 0]","[9, 2, 7]",1
6497,10,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some of the symbols are diamonds.,"[0, 9, 8]",,1,,True,"[4, 3, 9]",1955,1,,"[0, 1]",,Some of the symbols are hearts.,1,1,"[0, 0, 0]","[0, 6, 3]",1
6879,10,8 + 6 = ?,"[0, 0, 0]",0,"[0, 1]",undefined,,1,False,exh-subclausal,True,filler,10.21725,2 + 0 = ?,"[14, 8, 6]",,0,,False,"[0, 9, 3]",1875,1,,"[0, 1]",,Some of the symbols are diamonds.,3,1,"[8, 0, 0]","[2, 2, 0]",1
4474,10,7 + 2 = ?,"[8, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,6 + 8 = ?,"[9, 7, 2]",,1,,True,"[8, 6, 2]",1697,1,,"[0, 1]",,Some of the symbols are notes.,3,0,"[2, 0, 0]","[14, 6, 8]",1
4410,10,There are four but no more than four stars.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There are four but no more than four hearts.,"[6, 9, 1]",,0,,True,"[6, 3, 4]",1533,0,,"[1, 0]",,There are four stars.,2,0,"[0, 0, 0]","[4, 6, 9]",1
4236,10,8 + 9 = ?,"[6, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.21725,9 + 9 = ?,"[17, 8, 9]",,1,,False,"[3, 0, 8]",1485,1,,"[0, 1]",,There are four spades.,3,1,"[7, 0, 0]","[18, 9, 9]",1
3281,10,There are four clubs.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four circles.,"[1, 4, 9]",,0,,True,"[3, 5, 8]",1371,0,,"[1, 0]",,There are four spades.,1,1,"[0, 0, 0]","[7, 3, 5]",1
3386,10,There are four but no more than four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There are four but no more than four hearts.,"[9, 1, 6]",,0,,True,"[1, 9, 6]",1049,0,,"[1, 0]",,There are four clubs.,2,0,"[0, 0, 0]","[4, 6, 7]",1
5893,10,There is a spade.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a tick.,"[3, 6, 8]",,0,,True,"[2, 8, 3]",2243,0,,"[1, 0]",,There is a tick.,0,0,"[0, 0, 0]","[2, 9, 6]",1
4760,10,7 + 6 = ?,"[8, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,10.21725,2 + 7 = ?,"[13, 7, 6]",,0,,False,"[0, 2, 6]",1972,1,,"[0, 1]",,There are four diamonds.,3,0,"[9, 0, 0]","[9, 2, 7]",1
3926,10,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a star.,"[8, 9, 1]",,1,,True,"[3, 5, 1]",1687,1,,"[0, 1]",,There is a spade.,1,1,"[0, 0, 0]","[6, 0, 2]",0
5407,10,There is a note.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.21725,There is a spade.,"[8, 1, 9]",,0,,False,"[8, 7, 3]",1642,1,,"[0, 1]",,There is a note.,1,0,"[0, 0, 0]","[3, 6, 5]",1
3910,10,There is a heart but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.21725,There is a note but nothing else.,"[4, 1, 3]",,1,,True,"[8, 6, 0]",1606,1,,"[0, 1]",,There is a note.,2,0,"[0, 0, 0]","[8, 9, 4]",1
4734,10,9 + 7 = ?,"[9, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,10.21725,0 + 2 = ?,"[16, 9, 7]",,0,,False,"[4, 0, 7]",1637,1,,"[0, 1]",,There is a heart.,3,0,"[7, 0, 0]","[2, 0, 2]",1
4826,10,Some of the symbols are notes.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some of the symbols are squares.,"[8, 2, 1]",,1,,True,"[1, 5, 8]",1730,1,,"[0, 1]",,Some of the symbols are clubs.,0,1,"[0, 0, 0]","[5, 6, 3]",1
6036,10,Some of the symbols are squares.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,Some of the symbols are clubs.,"[5, 7, 3]",,0,,True,"[6, 7, 1]",2017,0,,"[1, 0]",,Some of the symbols are stars.,0,1,"[0, 0, 0]","[1, 0, 2]",1
6035,10,There is a diamond.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a note.,"[0, 1, 6]",,0,,True,"[9, 1, 3]",1251,0,,"[1, 0]",,There is a triangle.,0,1,"[0, 0, 0]","[8, 2, 0]",0
5859,10,3 + 5 = ?,"[8, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.21725,1 + 1 = ?,"[8, 3, 5]",,1,,False,"[1, 6, 4]",2296,0,,"[1, 0]",,There are four clubs.,3,0,"[9, 0, 0]","[2, 1, 1]",1
6642,10,There are four but no more than four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,There are four but no more than four notes.,"[8, 7, 1]",,0,,True,"[2, 9, 7]",2350,0,,"[1, 0]",,There are four ticks.,2,0,"[0, 0, 0]","[8, 5, 3]",1
5834,10,There is a star but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There is a circle but nothing else.,"[6, 2, 1]",,0,,True,"[4, 9, 6]",1638,0,,"[1, 0]",,There is a heart.,2,1,"[0, 0, 0]","[7, 2, 1]",0
4040,10,6 + 3 = ?,"[7, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,10.21725,0 + 4 = ?,"[9, 6, 3]",,0,,False,"[6, 9, 0]",1444,1,,"[0, 1]",,There are four stars.,3,0,"[1, 0, 0]","[4, 0, 4]",1
6152,10,9 + 8 = ?,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.21725,3 + 4 = ?,"[17, 9, 8]",,1,,True,"[1, 4, 8]",3313,1,,"[0, 1]",,Some of the symbols are clubs.,3,0,"[9, 0, 0]","[7, 3, 4]",1
4822,10,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There is a diamond.,"[8, 1, 7]",,0,,True,"[1, 3, 7]",2323,0,,"[1, 0]",,There is a club.,1,1,"[0, 0, 0]","[0, 9, 5]",1
5240,10,There are four but no more than four notes.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four but no more than four circles.,"[8, 9, 2]",,1,,True,"[7, 2, 8]",1742,1,,"[0, 1]",,There are four circles.,2,1,"[0, 0, 0]","[7, 6, 3]",1
4804,10,There are four notes.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.21725,There are four ticks.,"[8, 4, 3]",,0,,True,"[3, 7, 6]",1397,0,,"[1, 0]",,There are four spades.,0,1,"[0, 0, 0]","[2, 5, 3]",1
7268,10,Some but not all of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,Some but not all of the symbols are clubs.,"[0, 4, 2]",,1,,True,"[8, 0, 7]",2528,1,,"[0, 1]",,Some of the symbols are notes.,2,1,"[0, 0, 0]","[1, 0, 6]",1
4092,10,There are four but no more than four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four but no more than four spades.,"[7, 5, 3]",,0,,True,"[6, 9, 7]",1201,0,,"[1, 0]",,There are four stars.,2,1,"[0, 0, 0]","[3, 5, 1]",1
4132,10,There are four circles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.21725,There are four hearts.,"[7, 2, 8]",,1,,True,"[6, 9, 7]",1413,1,,"[0, 1]",,There are four stars.,1,1,"[0, 0, 0]","[4, 6, 1]",1
