slide_type,block_rt,workerid,response_rt,primeOShuffle,pTSentence,primeType,responseSymbols,btwncondition,trial_type,correctPOChoice,pTChoice,pOChoice,goodPTChoice,response,Answer.time_in_minutes,responseChoice,primeStrength,primeTShuffle,slide_number,pOSentence,pTwrongAnswer,pOwrongAnswer,audio,correctPChoices,responseSentence,pTSymbols,correctPTChoice,image,goodPOChoice,Answer.condition,pOSymbols
,9061,5,3519,"[1, 0]",All of the symbols are hearts.,0,"[9, 7, 0]",alternative,response,False,0,1,0,,18.984116666666665,0,2,"[1, 0]",,All of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are triangles.,"[4, 2, 5]",True,,0,undefined,"[8, 0, 2]"
,8736,5,2521,"[1, 0]",Some of the symbols are spades.,0,"[1, 6, 2]",alternative,filler,True,1,0,1,,18.984116666666665,1,0,"[0, 1]",,Some of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[3, 6, 1]",True,,0,undefined,"[3, 4, 6]"
,5752,5,1425,"[0, 1]",9 + 9 = ?,2,"[6, 2, 8]",alternative,response,True,0,1,0,,18.984116666666665,0,3,"[1, 0]",,3 + 4 = ?,"[1, 0, 0]","[1, 0, 0]",,True,There is a star.,"[18, 9, 9]",True,,1,undefined,"[7, 3, 4]"
,5583,5,1556,"[0, 1]",There is a triangle.,2,"[4, 1, 3]",alternative,response,True,1,1,1,,18.984116666666665,0,0,"[0, 1]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a heart.,"[9, 6, 5]",True,,1,undefined,"[8, 9, 6]"
,5116,5,2360,"[0, 1]",9 + 4 = ?,0,"[2, 3, 8]",alternative,response,True,0,1,1,,18.984116666666665,0,3,"[0, 1]",,0 + 3 = ?,"[9, 0, 0]","[4, 0, 0]",,False,Some of the symbols are ticks.,"[13, 9, 4]",False,,1,undefined,"[3, 0, 3]"
,4045,5,1209,"[0, 1]",There are four triangles.,1,"[3, 9, 7]",alternative,filler,False,0,0,1,,18.984116666666665,0,0,"[0, 1]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,False,There are four spades.,"[9, 2, 7]",False,,1,undefined,"[8, 3, 4]"
,5105,5,1331,"[1, 0]",There is a star and a club.,2,"[5, 6, 4]",alternative,filler,True,0,0,0,,18.984116666666665,1,2,"[1, 0]",,There is a note and a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[6, 1, 3]",True,,0,undefined,"[8, 3, 0]"
,4536,5,1371,"[1, 0]",9 + 3 = ?,2,"[9, 7, 2]",alternative,filler,False,0,1,1,,18.984116666666665,1,3,"[0, 1]",,9 + 3 = ?,"[3, 0, 0]","[0, 0, 0]",,False,There is a triangle.,"[12, 9, 3]",False,,0,undefined,"[12, 9, 3]"
,3896,5,1586,"[1, 0]",There are four clubs.,1,"[6, 3, 4]",alternative,response,True,1,0,1,,18.984116666666665,1,1,"[0, 1]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four stars.,"[1, 0, 3]",True,,0,undefined,"[2, 4, 8]"
,4638,5,1327,"[1, 0]",There is a triangle.,2,"[4, 1, 7]",alternative,response,True,0,0,0,,18.984116666666665,0,0,"[1, 0]",,There is a star.,"[0, 0, 0]","[0, 0, 0]",,True,There is a heart.,"[9, 7, 0]",True,,0,undefined,"[6, 2, 7]"
,4694,5,1473,"[1, 0]",There are six stars.,1,"[1, 7, 6]",alternative,filler,True,1,0,1,,18.984116666666665,1,2,"[0, 1]",,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four clubs.,"[6, 3, 0]",True,,0,undefined,"[1, 9, 8]"
,4057,5,1209,"[0, 1]",There are four stars.,1,"[3, 5, 0]",alternative,response,True,0,1,0,,18.984116666666665,1,1,"[1, 0]",,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[6, 3, 0]",True,,1,undefined,"[9, 1, 6]"
,4539,5,1758,"[1, 0]",3 + 1 = ?,0,"[7, 9, 5]",alternative,response,True,1,0,0,,18.984116666666665,0,3,"[1, 0]",,3 + 4 = ?,"[0, 0, 0]","[4, 0, 0]",,False,Some of the symbols are circles.,"[4, 3, 1]",False,,0,undefined,"[7, 3, 4]"
,6583,5,1657,"[0, 1]",Some of the symbols are triangles.,0,"[7, 5, 1]",alternative,response,False,1,0,1,,18.984116666666665,0,1,"[0, 1]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are circles.,"[9, 4, 0]",True,,1,undefined,"[1, 5, 0]"
,7659,5,2908,"[1, 0]",All of the symbols are clubs.,0,"[8, 6, 0]",alternative,response,True,1,0,1,,18.984116666666665,0,2,"[0, 1]",,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[1, 0, 2]",True,,0,undefined,"[7, 6, 8]"
,5701,5,1490,"[1, 0]",2 + 3 = ?,1,"[8, 4, 3]",alternative,response,True,1,0,1,,18.984116666666665,1,3,"[0, 1]",,4 + 5 = ?,"[7, 0, 0]","[8, 0, 0]",,True,There are four notes.,"[5, 2, 3]",True,,0,undefined,"[9, 4, 5]"
,6586,5,1909,"[1, 0]",All of the symbols are clubs.,0,"[0, 8, 3]",alternative,filler,True,1,0,1,,18.984116666666665,1,2,"[0, 1]",,All of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are diamonds.,"[1, 5, 8]",True,,0,undefined,"[6, 1, 5]"
,3828,5,1446,"[0, 1]",4 + 4 = ?,0,"[4, 1, 0]",alternative,filler,True,0,1,0,,18.984116666666665,1,3,"[1, 0]",,9 + 3 = ?,"[7, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[8, 4, 4]",True,,1,undefined,"[12, 9, 3]"
,4376,5,1846,"[0, 1]",There are four hearts.,1,"[2, 4, 6]",alternative,filler,True,0,1,0,,18.984116666666665,1,1,"[1, 0]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,True,There are four ticks.,"[4, 9, 3]",True,,1,undefined,"[6, 7, 0]"
,3781,5,1331,"[0, 1]",There are four squares.,1,"[2, 6, 4]",alternative,filler,True,0,1,0,,18.984116666666665,1,1,"[1, 0]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,True,There are four ticks.,"[5, 9, 3]",True,,1,undefined,"[8, 3, 1]"
,4345,5,1759,"[0, 1]",2 + 1 = ?,2,"[2, 4, 8]",alternative,filler,False,1,0,0,,18.984116666666665,1,3,"[1, 0]",,4 + 2 = ?,"[6, 0, 0]","[8, 0, 0]",,False,There is a tick.,"[3, 2, 1]",False,,1,undefined,"[6, 4, 2]"
,4515,5,1667,"[0, 1]",There are four stars.,1,"[2, 9, 1]",alternative,filler,False,0,0,1,,18.984116666666665,1,0,"[0, 1]",,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",,False,There are four ticks.,"[6, 4, 3]",False,,1,undefined,"[9, 1, 0]"
,6514,5,2435,"[0, 1]",Some of the symbols are diamonds.,0,"[0, 3, 6]",alternative,response,True,0,1,0,,18.984116666666665,1,1,"[1, 0]",,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are diamonds.,"[0, 5, 8]",True,,1,undefined,"[8, 1, 0]"
,6095,5,1561,"[0, 1]",Some of the symbols are ticks.,0,"[6, 5, 9]",alternative,filler,True,1,1,1,,18.984116666666665,1,0,"[0, 1]",,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are stars.,"[2, 8, 5]",True,,1,undefined,"[4, 3, 2]"
,5253,5,1789,"[1, 0]",There is a club and a diamond.,2,"[1, 7, 9]",alternative,filler,True,0,0,0,,18.984116666666665,1,2,"[1, 0]",,There is a tick and a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a club.,"[1, 0, 4]",True,,0,undefined,"[2, 3, 0]"
,3998,5,1349,"[0, 1]",There are six notes.,1,"[6, 7, 5]",alternative,response,True,0,1,0,,18.984116666666665,1,2,"[1, 0]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four stars.,"[8, 4, 9]",True,,1,undefined,"[3, 0, 9]"
,4787,5,2384,"[0, 1]",There are four squares.,1,"[5, 4, 3]",alternative,filler,True,1,1,1,,18.984116666666665,1,1,"[0, 1]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[5, 9, 4]",True,,1,undefined,"[3, 5, 8]"
,6125,5,2956,"[1, 0]",7 + 8 = ?,2,"[0, 4, 2]",alternative,response,True,1,0,0,,18.984116666666665,0,3,"[1, 0]",,0 + 5 = ?,"[8, 0, 0]","[4, 0, 0]",,False,There is a diamond.,"[15, 7, 8]",False,,0,undefined,"[5, 0, 5]"
bot_check,,6,,,,,,,,,,,,"[0, 'jessica']",11.954016666666666,,,,1,,,,,,,,,Jessica,,undefined,
,14802,6,2995,"[0, 1]",Some of the symbols are triangles.,0,"[3, 2, 7]",alternative,response,True,0,1,1,,11.954016666666666,0,1,"[0, 1]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are spades.,"[9, 2, 7]",False,,1,undefined,"[1, 2, 3]"
,8067,6,2897,"[1, 0]",There is a heart.,2,"[5, 0, 7]",alternative,filler,True,0,0,0,,11.954016666666666,0,1,"[1, 0]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[4, 7, 5]",True,,0,undefined,"[7, 4, 0]"
,7511,6,2175,"[0, 1]",Some of the symbols are ticks.,0,"[4, 7, 1]",alternative,response,True,0,1,0,,11.954016666666666,0,0,"[1, 0]",,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[2, 8, 4]",True,,1,undefined,"[5, 1, 8]"
,8028,6,3210,"[1, 0]",Some of the symbols are ticks.,0,"[9, 4, 3]",alternative,filler,True,0,0,0,,11.954016666666666,1,0,"[1, 0]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are triangles.,"[2, 8, 6]",True,,0,undefined,"[1, 3, 5]"
,6461,6,2008,"[1, 0]",7 + 3 = ?,0,"[6, 5, 1]",alternative,response,False,0,1,0,,11.954016666666666,0,3,"[1, 0]",,0 + 8 = ?,"[8, 0, 0]","[0, 0, 0]",,False,Some of the symbols are stars.,"[10, 7, 3]",True,,0,undefined,"[8, 0, 8]"
,5329,6,1922,"[1, 0]",There are four circles.,1,"[9, 2, 7]",alternative,response,True,1,0,1,,11.954016666666666,0,0,"[0, 1]",,There are four squares.,"[0, 0, 0]","[0, 0, 0]",,True,There are four triangles.,"[7, 2, 5]",True,,0,undefined,"[5, 1, 4]"
,5490,6,1239,"[0, 1]",There are four circles.,1,"[9, 2, 3]",alternative,filler,False,0,0,0,,11.954016666666666,0,1,"[1, 0]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,False,There are four triangles.,"[7, 6, 0]",True,,1,undefined,"[8, 2, 9]"
,5440,6,2765,"[0, 1]",3 + 1 = ?,2,"[1, 7, 3]",alternative,response,False,1,0,0,,11.954016666666666,0,3,"[1, 0]",,1 + 2 = ?,"[5, 0, 0]","[7, 0, 0]",,False,There is a club.,"[4, 3, 1]",False,,1,undefined,"[3, 1, 2]"
,4796,6,1813,"[0, 1]",Some of the symbols are ticks.,0,"[4, 1, 8]",alternative,filler,True,0,1,0,,11.954016666666666,1,0,"[1, 0]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[2, 1, 4]",True,,1,undefined,"[2, 4, 8]"
,7869,6,4171,"[1, 0]",There is a note and a club.,2,"[8, 0, 4]",alternative,filler,True,0,0,1,,11.954016666666666,1,2,"[0, 1]",,There is a circle and a diamond.,"[0, 0, 0]","[0, 0, 0]",,False,There is a note.,"[8, 1, 9]",False,,0,undefined,"[7, 0, 2]"
,6778,6,1643,"[1, 0]",Some of the symbols are triangles.,0,"[9, 2, 5]",alternative,response,False,0,1,1,,11.954016666666666,0,1,"[0, 1]",,Some of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are triangles.,"[9, 1, 4]",False,,0,undefined,"[3, 7, 4]"
,6075,6,2625,"[0, 1]",There are six squares.,1,"[7, 5, 1]",alternative,filler,False,0,0,0,,11.954016666666666,1,2,"[1, 0]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four circles.,"[5, 6, 9]",True,,1,undefined,"[3, 1, 2]"
,4951,6,1709,"[0, 1]",There is a club.,2,"[2, 9, 0]",alternative,filler,True,0,1,0,,11.954016666666666,1,0,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a tick.,"[1, 2, 8]",True,,1,undefined,"[1, 8, 5]"
,4203,6,1821,"[1, 0]",3 + 7 = ?,1,"[5, 2, 7]",alternative,response,True,1,0,1,,11.954016666666666,0,3,"[0, 1]",,3 + 1 = ?,"[3, 0, 0]","[8, 0, 0]",,True,There are four squares.,"[10, 3, 7]",True,,0,undefined,"[4, 3, 1]"
,8262,6,1580,"[1, 0]",Some of the symbols are stars.,0,"[8, 6, 2]",alternative,filler,False,0,1,1,,11.954016666666666,1,1,"[0, 1]",,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[6, 9, 4]",False,,0,undefined,"[7, 4, 6]"
,5345,6,1079,"[1, 0]",All of the symbols are squares.,0,"[8, 2, 5]",alternative,response,True,0,0,0,,11.954016666666666,0,2,"[1, 0]",,All of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[5, 3, 6]",True,,0,undefined,"[9, 4, 5]"
,5708,6,1601,"[1, 0]",All of the symbols are diamonds.,0,"[4, 7, 0]",alternative,response,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are hearts.,"[0, 4, 6]",True,,0,undefined,"[5, 9, 7]"
,4806,6,1121,"[1, 0]",Some of the symbols are ticks.,0,"[1, 8, 0]",alternative,response,False,1,1,0,,11.954016666666666,0,1,"[1, 0]",,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are clubs.,"[2, 5, 7]",False,,0,undefined,"[7, 2, 8]"
,12762,6,1503,"[1, 0]",There are four clubs.,1,"[0, 3, 2]",alternative,filler,True,1,0,0,,11.954016666666666,0,0,"[1, 0]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,False,There are four diamonds.,"[1, 2, 6]",False,,0,undefined,"[2, 5, 4]"
,10683,6,2111,"[1, 0]",There are four circles.,1,"[4, 2, 1]",alternative,filler,True,0,0,0,,11.954016666666666,1,0,"[1, 0]",,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",,True,There are four hearts.,"[7, 3, 4]",True,,0,undefined,"[4, 8, 1]"
,6266,6,2132,"[0, 1]",There are four squares.,1,"[8, 2, 4]",alternative,response,True,1,1,1,,11.954016666666666,0,1,"[0, 1]",,There are four squares.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[5, 9, 6]",True,,1,undefined,"[5, 3, 8]"
,7088,6,1294,"[1, 0]",There is a square and a spade.,2,"[2, 0, 1]",alternative,response,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There is a square and a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a tick.,"[5, 3, 8]",True,,0,undefined,"[5, 7, 9]"
,6920,6,1415,"[0, 1]",There is a heart.,2,"[7, 1, 4]",alternative,response,True,0,1,0,,11.954016666666666,0,0,"[1, 0]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a circle.,"[4, 6, 7]",True,,1,undefined,"[8, 0, 5]"
,9840,6,1864,"[1, 0]",There is a circle.,2,"[9, 7, 1]",alternative,filler,True,0,0,0,,11.954016666666666,1,0,"[1, 0]",,There is a square.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[7, 1, 5]",True,,0,undefined,"[5, 6, 1]"
,3710,6,1276,"[1, 0]",There is a tick.,2,"[5, 4, 7]",alternative,response,True,0,0,0,,11.954016666666666,0,0,"[1, 0]",,There is a star.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[2, 1, 5]",True,,0,undefined,"[6, 7, 3]"
,7488,6,1112,"[1, 0]",All of the symbols are squares.,0,"[5, 7, 2]",alternative,filler,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,All of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are squares.,"[5, 0, 1]",True,,0,undefined,"[6, 8, 9]"
,6124,6,2776,"[0, 1]",There are six circles.,1,"[1, 2, 8]",alternative,filler,True,1,1,1,,11.954016666666666,1,2,"[0, 1]",,There are six circles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four clubs.,"[7, 3, 4]",True,,1,undefined,"[7, 9, 8]"
,5750,6,1449,"[1, 0]",There are four stars.,1,"[3, 2, 6]",alternative,response,True,0,0,0,,11.954016666666666,1,1,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[6, 3, 2]",True,,0,undefined,"[3, 0, 8]"
,4514,6,1549,"[0, 1]",4 + 5 = ?,1,"[5, 9, 8]",alternative,filler,False,1,0,1,,11.954016666666666,1,3,"[0, 1]",,7 + 5 = ?,"[6, 0, 0]","[9, 0, 0]",,False,There are four squares.,"[9, 4, 5]",True,,1,undefined,"[12, 7, 5]"
,4739,6,1635,"[0, 1]",There is a star.,2,"[5, 4, 3]",alternative,filler,True,1,1,1,,11.954016666666666,1,1,"[0, 1]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[6, 4, 8]",True,,1,undefined,"[7, 5, 8]"
,6786,6,4292,"[0, 1]",There is a triangle.,2,"[1, 4, 7]",alternative,response,True,1,1,1,,11.954016666666666,0,1,"[0, 1]",,There is a tick.,"[0, 0, 0]","[0, 0, 0]",,True,There is a club.,"[9, 1, 5]",True,,1,undefined,"[2, 8, 0]"
,10399,6,3581,"[0, 1]",Some of the symbols are triangles.,0,"[4, 0, 7]",alternative,response,False,0,0,1,,11.954016666666666,0,1,"[0, 1]",,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are hearts.,"[9, 6, 3]",False,,1,undefined,"[9, 6, 1]"
,5191,6,1203,"[0, 1]",There are four triangles.,1,"[8, 6, 5]",alternative,filler,True,0,1,0,,11.954016666666666,0,1,"[1, 0]",,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[9, 5, 4]",True,,1,undefined,"[1, 5, 8]"
,10442,6,2391,"[0, 1]",Some of the symbols are stars.,0,"[3, 8, 6]",alternative,response,True,1,1,1,,11.954016666666666,0,0,"[0, 1]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are spades.,"[6, 0, 1]",True,,1,undefined,"[0, 4, 1]"
,5174,6,2386,"[0, 1]",Some of the symbols are circles.,0,"[8, 5, 0]",alternative,filler,True,0,1,0,,11.954016666666666,1,0,"[1, 0]",,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[7, 8, 2]",True,,1,undefined,"[7, 1, 6]"
,5084,6,1803,"[1, 0]",There are four diamonds.,1,"[3, 7, 4]",alternative,response,True,0,0,0,,11.954016666666666,1,0,"[1, 0]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[0, 3, 5]",True,,0,undefined,"[2, 7, 8]"
,6352,6,3563,"[0, 1]",5 + 4 = ?,2,"[3, 1, 8]",alternative,filler,True,1,1,1,,11.954016666666666,1,3,"[0, 1]",,6 + 3 = ?,"[9, 0, 0]","[7, 0, 0]",,True,There is a spade.,"[9, 5, 4]",True,,1,undefined,"[9, 6, 3]"
,3938,6,1035,"[0, 1]",0 + 7 = ?,2,"[2, 5, 7]",alternative,response,True,0,1,1,,11.954016666666666,0,3,"[0, 1]",,7 + 1 = ?,"[6, 0, 0]","[0, 0, 0]",,False,There is a tick.,"[7, 0, 7]",False,,1,undefined,"[8, 7, 1]"
,5438,6,2225,"[0, 1]",There is a heart.,2,"[4, 3, 2]",alternative,response,True,1,1,1,,11.954016666666666,0,1,"[0, 1]",,There is a heart.,"[0, 0, 0]","[0, 0, 0]",,True,There is a heart.,"[4, 2, 3]",True,,1,undefined,"[4, 5, 7]"
,6266,6,1558,"[1, 0]",There is a square and a triangle.,2,"[1, 3, 4]",alternative,filler,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There is a triangle and a star.,"[0, 0, 0]","[0, 0, 0]",,True,There is a club.,"[5, 9, 8]",True,,0,undefined,"[9, 6, 3]"
,4813,6,972,"[1, 0]",8 + 9 = ?,0,"[0, 9, 6]",alternative,filler,True,1,0,1,,11.954016666666666,0,3,"[0, 1]",,9 + 7 = ?,"[2, 0, 0]","[1, 0, 0]",,True,Some of the symbols are diamonds.,"[17, 8, 9]",True,,0,undefined,"[16, 9, 7]"
,7536,6,2673,"[1, 0]",Some of the symbols are ticks.,0,"[5, 0, 6]",alternative,response,True,0,0,0,,11.954016666666666,0,0,"[1, 0]",,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are squares.,"[2, 3, 6]",True,,0,undefined,"[6, 1, 0]"
,4145,6,1429,"[0, 1]",There are four circles.,1,"[8, 2, 1]",alternative,filler,True,0,1,0,,11.954016666666666,0,1,"[1, 0]",,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[7, 2, 1]",True,,1,undefined,"[0, 6, 3]"
,7556,6,1811,"[1, 0]",9 + 6 = ?,1,"[8, 6, 9]",alternative,filler,True,1,0,0,,11.954016666666666,1,3,"[1, 0]",,9 + 5 = ?,"[4, 0, 0]","[7, 0, 0]",,False,There are four notes.,"[15, 9, 6]",False,,0,undefined,"[14, 9, 5]"
,9370,6,4797,"[0, 1]",There is a triangle.,2,"[9, 4, 2]",alternative,filler,True,0,1,0,,11.954016666666666,1,1,"[1, 0]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[9, 6, 2]",True,,1,undefined,"[8, 7, 6]"
,6860,6,1560,"[0, 1]",There is a star.,2,"[6, 7, 4]",alternative,response,True,0,1,0,,11.954016666666666,0,0,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a star.,"[6, 7, 9]",True,,1,undefined,"[1, 7, 0]"
,6742,6,2028,"[1, 0]",There is a square.,2,"[7, 6, 0]",alternative,filler,True,0,0,0,,11.954016666666666,1,1,"[1, 0]",,There is a heart.,"[0, 0, 0]","[0, 0, 0]",,True,There is a circle.,"[5, 3, 9]",True,,0,undefined,"[4, 6, 3]"
,4702,6,1744,"[1, 0]",There is a heart and a circle.,2,"[4, 6, 1]",alternative,response,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There is a star and a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a heart.,"[4, 7, 3]",True,,0,undefined,"[6, 8, 7]"
,4580,6,1809,"[0, 1]",There are six spades.,1,"[5, 3, 4]",alternative,response,True,0,1,0,,11.954016666666666,1,2,"[1, 0]",,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[3, 5, 0]",True,,1,undefined,"[2, 0, 1]"
,4404,6,1711,"[1, 0]",There are six ticks.,1,"[8, 5, 6]",alternative,filler,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There are six hearts.,"[0, 0, 0]","[0, 0, 0]",,True,There are four notes.,"[2, 3, 9]",True,,0,undefined,"[4, 7, 5]"
,34270,6,1248,"[0, 1]",There are six notes.,1,"[7, 1, 4]",alternative,response,True,0,1,0,,11.954016666666666,0,2,"[1, 0]",,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[8, 4, 7]",True,,1,undefined,"[0, 2, 5]"
,4648,6,1567,"[1, 0]",There are six diamonds.,1,"[6, 1, 9]",alternative,filler,True,1,0,1,,11.954016666666666,1,2,"[0, 1]",,There are six circles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four stars.,"[0, 3, 9]",True,,0,undefined,"[7, 1, 4]"
,4447,6,1078,"[0, 1]",4 + 2 = ?,2,"[7, 6, 9]",alternative,response,False,1,0,0,,11.954016666666666,0,3,"[1, 0]",,9 + 7 = ?,"[8, 0, 0]","[6, 0, 0]",,False,There is a circle.,"[6, 4, 2]",False,,1,undefined,"[16, 9, 7]"
,5192,6,2174,"[1, 0]",There are four hearts.,1,"[8, 6, 0]",alternative,filler,False,0,1,0,,11.954016666666666,1,0,"[1, 0]",,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",,False,There are four notes.,"[4, 6, 3]",True,,0,undefined,"[2, 1, 9]"
,5387,6,2271,"[0, 1]",There is a spade and a diamond.,2,"[0, 8, 7]",alternative,response,False,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There is a tick and a triangle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a diamond.,"[3, 0, 7]",True,,1,undefined,"[2, 9, 5]"
,4693,6,1726,"[0, 1]",There are four squares.,1,"[5, 3, 1]",alternative,filler,True,1,1,1,,11.954016666666666,0,1,"[0, 1]",,There are four notes.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[5, 2, 1]",True,,1,undefined,"[8, 5, 6]"
,4986,6,1309,"[0, 1]",5 + 2 = ?,2,"[8, 3, 9]",alternative,response,False,1,0,1,,11.954016666666666,0,3,"[0, 1]",,1 + 0 = ?,"[8, 0, 0]","[0, 0, 0]",,False,There is a note.,"[7, 5, 2]",True,,1,undefined,"[1, 1, 0]"
,3604,6,998,"[1, 0]",There are six triangles.,1,"[0, 9, 4]",alternative,response,True,1,0,1,,11.954016666666666,0,2,"[0, 1]",,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[9, 2, 7]",True,,0,undefined,"[1, 6, 9]"
,3902,6,1321,"[1, 0]",7 + 6 = ?,0,"[8, 9, 5]",alternative,filler,False,0,1,1,,11.954016666666666,0,3,"[0, 1]",,8 + 7 = ?,"[9, 0, 0]","[5, 0, 0]",,False,Some of the symbols are notes.,"[13, 7, 6]",False,,0,undefined,"[15, 8, 7]"
,7408,6,1805,"[0, 1]",6 + 3 = ?,1,"[9, 0, 1]",alternative,response,True,0,1,1,,11.954016666666666,1,3,"[0, 1]",,4 + 1 = ?,"[10, 0, 0]","[6, 0, 0]",,False,There are four triangles.,"[9, 6, 3]",False,,1,undefined,"[5, 4, 1]"
,5117,6,1722,"[1, 0]",There are four diamonds.,1,"[9, 5, 6]",alternative,response,True,1,0,0,,11.954016666666666,0,0,"[1, 0]",,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",,False,There are four triangles.,"[0, 3, 6]",False,,0,undefined,"[4, 3, 1]"
,6054,6,2415,"[0, 1]",There are four triangles.,1,"[0, 2, 9]",alternative,response,True,1,1,1,,11.954016666666666,0,0,"[0, 1]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[9, 0, 2]",True,,1,undefined,"[6, 4, 1]"
,5186,6,2001,"[0, 1]",2 + 3 = ?,2,"[8, 4, 6]",alternative,filler,False,1,0,1,,11.954016666666666,1,3,"[0, 1]",,4 + 9 = ?,"[6, 0, 0]","[2, 0, 0]",,False,There is a note.,"[5, 2, 3]",True,,1,undefined,"[13, 4, 9]"
