Answer.time_in_minutes,image,workerid,primeType,pTChoice,response_rt,goodPTChoice,goodPOChoice,pTwrongAnswer,responseSymbols,audio,correctPTChoice,response,responseSentence,block_rt,pOSymbols,responseChoice,trial_type,primeOShuffle,correctPChoices,btwncondition,pOChoice,pTSentence,slide_number,pTSymbols,slide_type,correctPOChoice,pOSentence,primeStrength,pOwrongAnswer,primeTShuffle,Answer.condition
11.279,,6,0,0,1735,0,1,"[0, 0, 0]","[4, 3, 1]",,True,,Some of the symbols are hearts.,8639,"[8, 6, 7]",0,filler,"[0, 1]",True,exh-clausal,1,"Some of the symbols are diamonds, but not all of them are diamonds.",,"[0, 3, 9]",,True,"Some of the symbols are notes, but not all of them are notes.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,2688,0,0,"[0, 0, 0]","[5, 9, 7]",,True,,There is a square.,11280,"[3, 5, 4]",0,response,"[1, 0]",True,exh-clausal,0,There is a club.,,"[1, 3, 7]",,True,There is a spade.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1839,1,1,"[0, 0, 0]","[2, 5, 0]",,True,,There is a tick.,9591,"[0, 4, 1]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a diamond, but there is nothing besides a diamond.",,"[0, 9, 3]",,True,"There is a diamond, but there is nothing besides a diamond.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1879,1,1,"[0, 0, 0]","[5, 7, 2]",,True,,There is a square.,6544,"[0, 1, 4]",0,response,"[0, 1]",True,exh-clausal,1,There is a note.,,"[8, 1, 2]",,True,There is a diamond.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,2047,1,1,"[0, 0, 0]","[0, 5, 6]",,True,,Some of the symbols are diamonds.,7480,"[8, 7, 3]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are clubs.,,"[1, 9, 4]",,True,Some of the symbols are notes.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1647,0,0,"[0, 0, 0]","[7, 4, 8]",,True,,There is a circle.,5752,"[0, 5, 8]",0,response,"[1, 0]",True,exh-clausal,0,There is a triangle.,,"[9, 5, 7]",,True,There is a diamond.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,2871,1,0,"[0, 0, 0]","[0, 3, 8]",,True,,There are four diamonds.,7303,"[0, 4, 5]",1,filler,"[1, 0]",True,exh-clausal,0,There are four circles.,,"[7, 1, 0]",,True,There are four diamonds.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1695,1,1,"[0, 0, 0]","[0, 7, 1]",,True,,There is a diamond.,5760,"[0, 6, 1]",1,filler,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 1, 3]",,True,There is a diamond.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1222,0,1,"[0, 0, 0]","[5, 4, 1]",,True,,There are four squares.,14103,"[9, 8, 4]",1,filler,"[0, 1]",True,exh-clausal,1,There are four squares.,,"[5, 6, 3]",,True,There are four triangles.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,1559,1,1,"[0, 0, 0]","[2, 7, 4]",,True,,There are four ticks.,5295,"[8, 2, 3]",0,response,"[0, 1]",True,exh-clausal,1,There are four spades.,,"[3, 0, 9]",,True,There are four notes.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1503,1,1,"[0, 0, 0]","[5, 1, 7]",,True,,There are four squares.,5175,"[6, 0, 4]",0,response,"[0, 1]",True,exh-clausal,1,"There are four ticks, but there are no more than four ticks.",,"[2, 9, 3]",,True,"There are four stars, but there are no more than four stars.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1951,1,0,"[9, 0, 0]","[6, 7, 8]",,True,,Some of the symbols are stars.,4752,"[10, 9, 1]",1,filler,"[1, 0]",True,exh-clausal,0,3 + 0 = ?,,"[3, 3, 0]",,True,9 + 1 = ?,3,"[9, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1895,0,0,"[3, 0, 0]","[9, 6, 4]",,True,,There are four triangles.,4808,"[6, 3, 3]",1,filler,"[1, 0]",False,exh-clausal,1,2 + 9 = ?,,"[11, 2, 9]",,False,3 + 3 = ?,3,"[1, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,1937,0,0,"[7, 0, 0]","[7, 3, 6]",,True,,There is a circle.,4984,"[10, 8, 2]",0,response,"[1, 0]",False,exh-clausal,1,0 + 3 = ?,,"[3, 0, 3]",,False,8 + 2 = ?,3,"[1, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,1478,0,0,"[7, 0, 0]","[1, 7, 0]",,True,,Some of the symbols are clubs.,4543,"[9, 9, 0]",1,filler,"[1, 0]",False,exh-clausal,1,7 + 7 = ?,,"[14, 7, 7]",,False,9 + 0 = ?,3,"[6, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,1384,0,1,"[0, 0, 0]","[4, 7, 9]",,True,,There are four hearts.,4231,"[0, 9, 1]",1,filler,"[0, 1]",True,exh-clausal,1,There are four ticks.,,"[2, 5, 8]",,True,There are four diamonds.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,2343,0,0,"[0, 0, 0]","[5, 0, 6]",,True,,Some of the symbols are squares.,8000,"[9, 8, 5]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are triangles.,,"[9, 7, 4]",,True,Some of the symbols are triangles.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,2119,1,0,"[3, 0, 0]","[6, 7, 8]",,True,,There is a star.,5168,"[8, 4, 4]",1,filler,"[1, 0]",True,exh-clausal,0,9 + 7 = ?,,"[16, 9, 7]",,True,4 + 4 = ?,3,"[3, 0, 0]","[0, 1]",undefined
11.279,,6,0,0,1552,0,0,"[2, 0, 0]","[0, 5, 2]",,True,,Some of the symbols are diamonds.,6944,"[4, 1, 3]",0,response,"[1, 0]",False,exh-clausal,1,8 + 2 = ?,,"[10, 8, 2]",,False,1 + 3 = ?,3,"[5, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,1510,1,0,"[4, 0, 0]","[6, 5, 0]",,False,,There are four stars.,4614,"[8, 0, 8]",0,response,"[1, 0]",False,exh-clausal,1,7 + 9 = ?,,"[16, 7, 9]",,False,0 + 8 = ?,3,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1175,0,1,"[0, 0, 0]","[2, 1, 8]",,True,,There are four ticks.,4593,"[3, 1, 5]",1,filler,"[0, 1]",True,exh-clausal,1,"There are four ticks, but there are no more than four ticks.",,"[2, 3, 7]",,True,"There are four spades, but there are no more than four spades.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1887,1,1,"[0, 0, 0]","[0, 9, 1]",,True,,Some of the symbols are diamonds.,5720,"[1, 5, 6]",1,filler,"[0, 1]",True,exh-clausal,1,"Some of the symbols are notes, but not all of them are notes.",,"[8, 1, 6]",,True,"Some of the symbols are clubs, but not all of them are clubs.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,0,1503,0,0,"[0, 0, 0]","[2, 9, 1]",,True,,Some of the symbols are ticks.,6640,"[4, 9, 2]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are stars.,,"[6, 1, 3]",,True,Some of the symbols are hearts.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,1695,1,0,"[0, 0, 0]","[3, 1, 0]",,True,,There are four spades.,6455,"[9, 2, 8]",0,response,"[1, 0]",True,exh-clausal,0,"There are four clubs, but there are no more than four clubs.",,"[1, 8, 6]",,True,"There are four triangles, but there are no more than four triangles.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1735,1,1,"[0, 0, 0]","[1, 2, 4]",,True,,Some of the symbols are clubs.,7367,"[0, 4, 7]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are diamonds.,,"[0, 7, 5]",,True,Some of the symbols are diamonds.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1319,0,0,"[0, 0, 0]","[7, 6, 3]",,True,,There is a circle.,5296,"[1, 7, 5]",1,filler,"[1, 0]",True,exh-clausal,0,There is a diamond.,,"[0, 4, 1]",,True,There is a club.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1615,1,0,"[0, 0, 0]","[8, 3, 9]",,True,,There is a note.,5520,"[1, 9, 0]",1,filler,"[1, 0]",True,exh-clausal,0,There is a diamond.,,"[0, 6, 8]",,True,There is a club.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1183,0,1,"[1, 0, 0]","[2, 0, 6]",,False,,There are four ticks.,3688,"[6, 5, 1]",0,response,"[0, 1]",False,exh-clausal,0,1 + 3 = ?,,"[4, 1, 3]",,False,5 + 1 = ?,3,"[3, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,2326,1,0,"[0, 0, 0]","[3, 9, 0]",,True,,Some of the symbols are spades.,5111,"[4, 8, 6]",1,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are diamonds.,,"[0, 7, 1]",,True,Some of the symbols are hearts.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,2063,1,1,"[0, 0, 0]","[1, 7, 5]",,True,,There are four clubs.,7295,"[7, 9, 6]",0,response,"[0, 1]",True,exh-clausal,1,"There are four triangles, but there are no more than four triangles.",,"[9, 4, 6]",,True,"There are four circles, but there are no more than four circles.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1281,1,1,"[0, 0, 0]","[8, 6, 5]",,True,,There are four notes.,3600,"[9, 3, 0]",0,response,"[0, 1]",True,exh-clausal,1,There are four clubs.,,"[1, 6, 5]",,True,There are four triangles.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1071,0,1,"[2, 0, 0]","[9, 0, 2]",,True,,There are four triangles.,3152,"[8, 0, 8]",1,filler,"[0, 1]",True,exh-clausal,1,7 + 2 = ?,,"[9, 7, 2]",,True,0 + 8 = ?,3,"[7, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,3110,1,1,"[0, 0, 0]","[7, 4, 8]",,True,,Some of the symbols are circles.,7383,"[4, 5, 3]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are squares, but not all of them are squares.",,"[5, 9, 8]",,True,"Some of the symbols are hearts, but not all of them are hearts.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,0,1360,0,0,"[0, 0, 0]","[7, 6, 9]",,True,,Some of the symbols are circles.,5305,"[9, 3, 4]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are hearts.,,"[4, 9, 8]",,True,Some of the symbols are triangles.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,1551,0,1,"[0, 0, 0]","[5, 1, 3]",,True,,There is a square.,5791,"[3, 8, 0]",1,filler,"[0, 1]",True,exh-clausal,1,There is a club.,,"[1, 8, 9]",,True,There is a spade.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1863,1,0,"[0, 0, 0]","[1, 9, 3]",,True,,Some of the symbols are clubs.,5376,"[8, 3, 4]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are squares.,,"[5, 8, 4]",,True,Some of the symbols are notes.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1519,0,1,"[0, 0, 0]","[8, 3, 9]",,True,,There are four notes.,4296,"[8, 4, 2]",1,filler,"[0, 1]",True,exh-clausal,1,"There are four spades, but there are no more than four spades.",,"[3, 4, 6]",,True,"There are four notes, but there are no more than four notes.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1247,0,1,"[0, 0, 0]","[1, 9, 3]",,False,,Some of the symbols are clubs.,4256,"[1, 1, 0]",1,filler,"[0, 1]",False,exh-clausal,0,4 + 6 = ?,,"[10, 4, 6]",,False,1 + 0 = ?,3,"[4, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,3407,0,1,"[0, 0, 0]","[2, 6, 5]",,True,,There are four ticks.,6096,"[3, 0, 6]",0,response,"[0, 1]",True,exh-clausal,1,There are four ticks.,,"[2, 0, 6]",,True,There are four spades.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,1623,0,0,"[0, 0, 0]","[1, 2, 6]",,True,,There are four clubs.,4839,"[0, 7, 3]",1,filler,"[1, 0]",True,exh-clausal,0,There are four hearts.,,"[4, 3, 1]",,True,There are four diamonds.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,1599,0,0,"[8, 0, 0]","[1, 4, 2]",,True,,There are four clubs.,4248,"[13, 9, 4]",1,filler,"[1, 0]",False,exh-clausal,1,6 + 9 = ?,,"[15, 6, 9]",,False,9 + 4 = ?,3,"[4, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,935,0,1,"[4, 0, 0]","[2, 8, 0]",,False,,There are four ticks.,3112,"[8, 7, 1]",1,filler,"[0, 1]",False,exh-clausal,0,4 + 6 = ?,,"[10, 4, 6]",,False,7 + 1 = ?,3,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1121,1,0,"[0, 0, 0]","[7, 1, 8]",,True,,There is a circle.,9352,"[3, 8, 6]",0,response,"[1, 0]",True,exh-clausal,0,"There is a heart, but there is nothing besides a heart.",,"[4, 9, 7]",,True,"There is a spade, but there is nothing besides a spade.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1024,1,0,"[9, 0, 0]","[8, 9, 6]",,True,,There is a note.,3056,"[3, 3, 0]",0,response,"[1, 0]",True,exh-clausal,0,1 + 2 = ?,,"[3, 1, 2]",,True,3 + 0 = ?,3,"[1, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1231,1,0,"[0, 0, 0]","[5, 3, 2]",,True,,There are four squares.,3559,"[7, 5, 1]",1,filler,"[1, 0]",True,exh-clausal,0,"There are four clubs, but there are no more than four clubs.",,"[1, 3, 4]",,True,"There are four circles, but there are no more than four circles.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1359,0,1,"[0, 0, 0]","[1, 0, 8]",,True,,There are four clubs.,3695,"[8, 9, 5]",0,response,"[0, 1]",True,exh-clausal,1,There are four notes.,,"[8, 0, 5]",,True,There are four notes.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,2399,0,1,"[0, 0, 0]","[9, 0, 2]",,True,,Some of the symbols are triangles.,7928,"[1, 7, 4]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are hearts, but not all of them are hearts.",,"[4, 8, 9]",,True,"Some of the symbols are clubs, but not all of them are clubs.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,1783,0,1,"[0, 0, 0]","[4, 9, 5]",,True,,Some of the symbols are hearts.,5240,"[9, 1, 8]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are clubs, but not all of them are clubs.",,"[1, 5, 4]",,True,"Some of the symbols are triangles, but not all of them are triangles.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,1575,0,0,"[0, 0, 0]","[4, 3, 1]",,True,,There is a heart.,5248,"[3, 4, 6]",1,filler,"[1, 0]",True,exh-clausal,0,There is a tick.,,"[2, 4, 8]",,True,There is a spade.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1527,1,0,"[0, 0, 0]","[4, 8, 7]",,True,,Some of the symbols are hearts.,7615,"[9, 7, 2]",1,filler,"[1, 0]",True,exh-clausal,0,"Some of the symbols are ticks, but not all of them are ticks.",,"[2, 6, 4]",,True,"Some of the symbols are triangles, but not all of them are triangles.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1207,0,1,"[0, 0, 0]","[6, 3, 8]",,True,,There is a star.,4136,"[8, 4, 3]",0,response,"[0, 1]",True,exh-clausal,1,There is a diamond.,,"[0, 4, 6]",,True,There is a note.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,0,1143,0,0,"[0, 0, 0]","[9, 5, 7]",,True,,There are four triangles.,3496,"[4, 3, 6]",1,filler,"[1, 0]",True,exh-clausal,0,There are four squares.,,"[5, 8, 7]",,True,There are four hearts.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1350,1,1,"[7, 0, 0]","[1, 9, 3]",,True,,There is a club.,5248,"[10, 9, 1]",0,response,"[0, 1]",False,exh-clausal,0,4 + 2 = ?,,"[6, 4, 2]",,False,9 + 1 = ?,3,"[2, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1760,0,0,"[0, 0, 0]","[4, 8, 9]",,True,,There are four hearts.,3952,"[2, 8, 3]",1,filler,"[1, 0]",True,exh-clausal,0,"There are four clubs, but there are no more than four clubs.",,"[1, 8, 4]",,True,"There are four ticks, but there are no more than four ticks.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,1631,0,0,"[0, 0, 0]","[0, 7, 8]",,True,,There is a diamond.,6991,"[0, 5, 2]",1,filler,"[1, 0]",True,exh-clausal,0,"There is a triangle, but there is nothing besides a triangle.",,"[9, 5, 3]",,True,"There is a diamond, but there is nothing besides a diamond.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1479,1,1,"[0, 0, 0]","[6, 4, 2]",,True,,There is a star.,6112,"[0, 7, 4]",1,filler,"[0, 1]",True,exh-clausal,1,There is a note.,,"[8, 0, 7]",,True,There is a diamond.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1415,0,0,"[0, 0, 0]","[4, 2, 1]",,True,,There are four hearts.,4184,"[5, 4, 0]",0,response,"[1, 0]",True,exh-clausal,0,There are four squares.,,"[5, 0, 8]",,True,There are four squares.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1551,1,0,"[0, 0, 0]","[6, 7, 8]",,True,,Some of the symbols are stars.,4000,"[5, 6, 2]",0,response,"[1, 0]",True,exh-clausal,0,"Some of the symbols are notes, but not all of them are notes.",,"[8, 1, 0]",,True,"Some of the symbols are squares, but not all of them are squares.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1542,1,1,"[0, 0, 0]","[3, 5, 2]",,True,,There is a spade.,4303,"[7, 5, 8]",0,response,"[0, 1]",True,exh-clausal,1,There is a spade.,,"[3, 6, 7]",,True,There is a circle.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1542,1,0,"[0, 0, 0]","[0, 9, 6]",,True,,There is a diamond.,4447,"[2, 5, 6]",0,response,"[1, 0]",True,exh-clausal,0,"There is a club, but there is nothing besides a club.",,"[1, 5, 4]",,True,"There is a tick, but there is nothing besides a tick.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1263,0,0,"[0, 0, 0]","[6, 9, 2]",,True,,There is a star.,3296,"[6, 9, 7]",1,filler,"[1, 0]",True,exh-clausal,0,There is a note.,,"[8, 5, 7]",,True,There is a star.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,0,1679,0,0,"[0, 0, 0]","[4, 0, 2]",,True,,There is a heart.,4040,"[5, 1, 2]",0,response,"[1, 0]",True,exh-clausal,0,"There is a spade, but there is nothing besides a spade.",,"[3, 1, 2]",,True,"There is a square, but there is nothing besides a square.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1529,1,0,"[0, 0, 0]","[0, 3, 1]",,True,,Some of the symbols are diamonds.,6424,"[4, 1, 3]",0,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are squares.,,"[5, 3, 0]",,True,Some of the symbols are hearts.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1383,1,1,"[0, 0, 0]","[4, 8, 1]",,True,,There are four hearts.,4072,"[5, 9, 1]",1,filler,"[0, 1]",True,exh-clausal,1,There are four squares.,,"[5, 1, 0]",,True,There are four squares.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1087,0,0,"[0, 0, 0]","[7, 9, 5]",,True,,There are four circles.,3696,"[2, 6, 3]",0,response,"[1, 0]",True,exh-clausal,0,There are four notes.,,"[8, 5, 4]",,True,There are four ticks.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,2063,1,0,"[0, 0, 0]","[3, 0, 6]",,True,,There is a spade.,5136,"[9, 1, 8]",0,response,"[1, 0]",True,exh-clausal,0,There is a circle.,,"[7, 2, 1]",,True,There is a triangle.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,1,1207,1,0,"[0, 0, 0]","[8, 3, 6]",,True,,There are four notes.,3487,"[1, 6, 8]",0,response,"[1, 0]",True,exh-clausal,0,There are four diamonds.,,"[0, 5, 7]",,True,There are four clubs.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,0,991,0,1,"[0, 0, 0]","[8, 9, 7]",,True,,Some of the symbols are notes.,6671,"[4, 2, 1]",0,response,"[0, 1]",False,exh-clausal,0,Some of the symbols are circles.,,"[7, 3, 1]",,False,Some of the symbols are hearts.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,1007,0,1,"[5, 0, 0]","[2, 7, 4]",,True,,Some of the symbols are ticks.,3848,"[9, 9, 0]",0,response,"[0, 1]",True,exh-clausal,1,5 + 8 = ?,,"[13, 5, 8]",,True,9 + 0 = ?,3,"[2, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1183,1,1,"[0, 0, 0]","[7, 3, 6]",,True,,Some of the symbols are circles.,7832,"[7, 5, 2]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are squares.,,"[5, 7, 6]",,True,Some of the symbols are circles.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1623,1,0,"[3, 0, 0]","[8, 1, 5]",,True,,Some of the symbols are notes.,4504,"[14, 5, 9]",1,filler,"[1, 0]",True,exh-clausal,0,5 + 3 = ?,,"[8, 5, 3]",,True,5 + 9 = ?,3,"[4, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1383,0,1,"[8, 0, 0]","[3, 0, 8]",,True,,There are four spades.,4711,"[12, 6, 6]",0,response,"[0, 1]",True,exh-clausal,1,5 + 9 = ?,,"[14, 5, 9]",,True,6 + 6 = ?,3,"[6, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1423,1,0,"[0, 0, 0]","[5, 9, 3]",,True,,Some of the symbols are squares.,4632,"[9, 6, 5]",0,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are spades.,,"[3, 0, 6]",,True,Some of the symbols are triangles.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,1191,0,0,"[0, 0, 0]","[3, 2, 9]",,True,,There are four spades.,5080,"[2, 1, 7]",0,response,"[1, 0]",True,exh-clausal,0,"There are four spades, but there are no more than four spades.",,"[3, 8, 5]",,True,"There are four ticks, but there are no more than four ticks.",2,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,1503,1,0,"[0, 0, 0]","[8, 6, 4]",,True,,There are four notes.,4184,"[4, 5, 0]",1,filler,"[1, 0]",True,exh-clausal,0,There are four clubs.,,"[1, 0, 6]",,True,There are four hearts.,0,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,1,0,2319,0,1,"[0, 0, 0]","[3, 5, 8]",,True,,There are four spades.,4296,"[8, 7, 0]",0,response,"[0, 1]",True,exh-clausal,1,There are four ticks.,,"[2, 6, 0]",,True,There are four notes.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1550,1,0,"[4, 0, 0]","[2, 3, 4]",,True,,There is a tick.,3599,"[13, 6, 7]",1,filler,"[1, 0]",True,exh-clausal,0,3 + 7 = ?,,"[10, 3, 7]",,True,6 + 7 = ?,3,"[1, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1831,1,1,"[0, 0, 0]","[8, 4, 5]",,True,,Some of the symbols are notes.,5335,"[4, 6, 5]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are triangles.,,"[9, 5, 0]",,True,Some of the symbols are hearts.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1576,0,1,"[0, 0, 0]","[8, 2, 7]",,True,,There is a note.,4848,"[0, 4, 3]",1,filler,"[0, 1]",False,exh-clausal,0,There is a note.,,"[8, 2, 1]",,False,There is a diamond.,1,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,0,0,1231,0,1,"[0, 0, 0]","[6, 7, 2]",,True,,Some of the symbols are stars.,4440,"[5, 2, 8]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are circles.,,"[7, 8, 0]",,True,Some of the symbols are squares.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1671,0,0,"[9, 0, 0]","[4, 8, 6]",,False,,There is a heart.,3952,"[11, 4, 7]",1,filler,"[1, 0]",False,exh-clausal,0,3 + 9 = ?,,"[12, 3, 9]",,True,4 + 7 = ?,3,"[4, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1295,1,1,"[0, 0, 0]","[2, 8, 7]",,True,,There is a tick.,4392,"[6, 1, 9]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a circle, but there is nothing besides a circle.",,"[7, 2, 0]",,True,"There is a star, but there is nothing besides a star.",2,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,1,1055,0,1,"[4, 0, 0]","[1, 7, 5]",,False,,There is a club.,3751,"[17, 8, 9]",1,filler,"[0, 1]",False,exh-clausal,0,8 + 6 = ?,,"[14, 8, 6]",,False,8 + 9 = ?,3,"[1, 0, 0]","[1, 0]",undefined
11.279,,6,0,1,1599,1,1,"[0, 0, 0]","[4, 8, 1]",,True,,Some of the symbols are hearts.,5015,"[7, 8, 9]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are clubs.,,"[1, 7, 3]",,True,Some of the symbols are circles.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1566,0,0,"[0, 0, 0]","[0, 6, 3]",,True,,There is a diamond.,4623,"[4, 5, 0]",0,response,"[1, 0]",True,exh-clausal,0,There is a spade.,,"[3, 2, 5]",,True,There is a heart.,0,"[0, 0, 0]","[1, 0]",undefined
11.279,,6,1,1,1687,1,1,"[0, 0, 0]","[4, 5, 3]",,True,,There are four hearts.,3968,"[1, 4, 5]",1,filler,"[0, 1]",True,exh-clausal,1,There are four circles.,,"[7, 3, 0]",,True,There are four clubs.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1239,0,0,"[7, 0, 0]","[8, 7, 1]",,False,,Some of the symbols are notes.,3800,"[11, 7, 4]",0,response,"[1, 0]",False,exh-clausal,0,9 + 3 = ?,,"[12, 9, 3]",,True,7 + 4 = ?,3,"[5, 0, 0]","[1, 0]",undefined
11.279,,6,2,1,1295,1,0,"[0, 0, 0]","[7, 6, 2]",,True,,There is a circle.,4096,"[5, 3, 6]",0,response,"[1, 0]",True,exh-clausal,0,There is a diamond.,,"[0, 8, 7]",,True,There is a square.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,0,1,1983,1,1,"[0, 0, 0]","[4, 3, 2]",,True,,Some of the symbols are hearts.,6223,"[1, 8, 3]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are squares.,,"[5, 8, 0]",,True,Some of the symbols are clubs.,1,"[0, 0, 0]","[0, 1]",undefined
11.279,,6,2,0,1183,1,1,"[1, 0, 0]","[9, 5, 6]",,False,,There is a triangle.,3816,"[8, 2, 6]",0,response,"[0, 1]",False,exh-clausal,1,5 + 0 = ?,,"[5, 5, 0]",,True,2 + 6 = ?,3,"[4, 0, 0]","[0, 1]",undefined
15.38715,Patricia,7,,,,,,,,,,"[0, ' Patricia']",,,,,,,,,,,1,,bot_check,,,,,,undefined
