correctPOChoice,pTChoice,primeStrength,pOSentence,responseSentence,response_rt,correctPChoices,primeType,Answer.time_in_minutes,pTSymbols,responseSymbols,trial_type,goodPTChoice,correctPTChoice,primeTShuffle,pTwrongAnswer,slide_number,pOSymbols,block_rt,goodPOChoice,audio,Answer.condition,slide_type,btwncondition,pOwrongAnswer,responseChoice,response,pTSentence,image,primeOShuffle,workerid,pOChoice
True,0,3,5 + 9 = ?,There is a triangle.,1204,False,2,9.782683333333333,"[12, 5, 7]","[9, 8, 1]",filler,1,False,"[0, 1]","[9, 0, 0]",,"[14, 5, 9]",3743,1,,undefined,,exh-clausal,"[8, 0, 0]",1,,5 + 7 = ?,,"[0, 1]",8,1
True,1,3,1 + 9 = ?,There are four squares.,1141,True,1,9.782683333333333,"[5, 0, 5]","[5, 2, 3]",filler,1,True,"[0, 1]","[5, 0, 0]",,"[10, 1, 9]",3347,1,,undefined,,exh-clausal,"[3, 0, 0]",1,,0 + 5 = ?,,"[0, 1]",8,1
True,1,3,1 + 0 = ?,Some of the symbols are diamonds.,1163,False,0,9.782683333333333,"[9, 1, 8]","[0, 4, 2]",response,0,False,"[1, 0]","[4, 0, 0]",,"[1, 1, 0]",2978,0,,undefined,,exh-clausal,"[4, 0, 0]",0,,1 + 8 = ?,,"[1, 0]",8,0
True,0,1,There is a spade.,There is a note.,1071,True,2,9.782683333333333,"[1, 3, 0]","[8, 9, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 6, 0]",4654,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a club.,,"[1, 0]",8,0
True,0,2,"There are four notes, but there are no more than four notes.",There are four ticks.,1333,True,1,9.782683333333333,"[9, 1, 8]","[2, 9, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 5, 4]",3818,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There are four triangles, but there are no more than four triangles.",,"[1, 0]",8,0
True,0,1,There are four clubs.,There are four spades.,1125,True,1,9.782683333333333,"[4, 6, 0]","[3, 4, 7]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[1, 5, 9]",4120,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four hearts.,,"[1, 0]",8,0
True,1,1,Some of the symbols are stars.,Some of the symbols are ticks.,1171,True,0,9.782683333333333,"[7, 2, 8]","[2, 5, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 8, 4]",4352,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are circles.,,"[1, 0]",8,0
False,1,3,3 + 4 = ?,Some of the symbols are diamonds.,1821,False,0,9.782683333333333,"[7, 3, 4]","[0, 3, 6]",response,0,False,"[1, 0]","[9, 0, 0]",,"[7, 3, 4]",3914,1,,undefined,,exh-clausal,"[8, 0, 0]",0,,3 + 4 = ?,,"[0, 1]",8,0
True,1,1,There is a circle.,There is a spade.,1150,True,2,9.782683333333333,"[6, 9, 2]","[3, 1, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[7, 0, 8]",3432,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a star.,,"[0, 1]",8,1
True,0,2,"There is a triangle, but there is nothing besides a triangle.",There is a club.,1286,True,2,9.782683333333333,"[1, 3, 7]","[1, 9, 0]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 7, 0]",7723,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a club, but there is nothing besides a club.",,"[1, 0]",8,0
True,0,2,"There is a triangle, but there is nothing besides a triangle.",There is a circle.,1880,True,2,9.782683333333333,"[5, 1, 8]","[7, 5, 6]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 5, 3]",4946,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a square, but there is nothing besides a square.",,"[1, 0]",8,0
True,0,1,There are four squares.,There are four diamonds.,1109,True,1,9.782683333333333,"[5, 8, 2]","[0, 3, 5]",response,0,True,"[1, 0]","[0, 0, 0]",,"[5, 8, 3]",5153,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four squares.,,"[1, 0]",8,0
True,1,0,There is a note.,There is a tick.,1274,True,2,9.782683333333333,"[3, 4, 9]","[2, 3, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 6, 5]",4631,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a spade.,,"[1, 0]",8,0
True,0,0,Some of the symbols are diamonds.,Some of the symbols are squares.,1660,True,0,9.782683333333333,"[0, 7, 2]","[5, 0, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 6, 5]",5239,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[0, 1]",8,1
False,0,3,9 + 7 = ?,There is a club.,1303,False,2,9.782683333333333,"[14, 8, 6]","[1, 5, 9]",filler,0,True,"[1, 0]","[2, 0, 0]",,"[16, 9, 7]",3518,0,,undefined,,exh-clausal,"[7, 0, 0]",1,,8 + 6 = ?,,"[1, 0]",8,1
True,1,1,There is a triangle.,There is a heart.,2677,True,2,9.782683333333333,"[4, 6, 9]","[4, 5, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 0, 7]",10886,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[0, 1]",8,1
False,0,1,There is a spade.,There is a heart.,1473,False,2,9.782683333333333,"[0, 5, 3]","[4, 5, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 7, 8]",4350,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a diamond.,,"[1, 0]",8,1
True,0,3,4 + 3 = ?,There is a club.,1527,True,2,9.782683333333333,"[12, 6, 6]","[1, 9, 0]",filler,0,True,"[1, 0]","[3, 0, 0]",,"[7, 4, 3]",3650,1,,undefined,,exh-clausal,"[7, 0, 0]",1,,6 + 6 = ?,,"[0, 1]",8,1
True,1,1,There are four circles.,There are four notes.,988,True,1,9.782683333333333,"[6, 1, 2]","[8, 0, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[7, 3, 2]",2970,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four stars.,,"[1, 0]",8,0
False,1,3,8 + 2 = ?,There is a tick.,1103,False,2,9.782683333333333,"[3, 0, 3]","[2, 0, 6]",response,0,False,"[1, 0]","[4, 0, 0]",,"[10, 8, 2]",5084,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,0 + 3 = ?,,"[0, 1]",8,0
True,1,0,There are four clubs.,There are four notes.,910,True,1,9.782683333333333,"[5, 6, 4]","[8, 7, 9]",response,1,True,"[0, 1]","[0, 0, 0]",,"[1, 9, 5]",3858,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four squares.,,"[0, 1]",8,1
False,0,2,"There is a square, but there is nothing besides a square.",There is a square.,1324,False,2,9.782683333333333,"[0, 5, 6]","[5, 6, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 9, 2]",6720,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a diamond, but there is nothing besides a diamond.",,"[0, 1]",8,0
True,0,2,"There is a circle, but there is nothing besides a circle.",There is a spade.,1781,True,2,9.782683333333333,"[5, 1, 2]","[3, 1, 6]",response,0,True,"[1, 0]","[0, 0, 0]",,"[7, 8, 1]",6217,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a square, but there is nothing besides a square.",,"[1, 0]",8,0
True,1,2,"There is a note, but there is nothing besides a note.",There is a diamond.,1665,True,2,9.782683333333333,"[9, 1, 2]","[0, 3, 2]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[8, 6, 7]",5146,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a triangle, but there is nothing besides a triangle.",,"[0, 1]",8,1
True,1,0,Some of the symbols are stars.,Some of the symbols are stars.,1836,True,0,9.782683333333333,"[9, 3, 6]","[6, 9, 1]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 2, 0]",4160,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are triangles.,,"[0, 1]",8,1
True,0,2,"Some of the symbols are ticks, but not all of them are ticks.",Some of the symbols are diamonds.,1150,True,0,9.782683333333333,"[2, 1, 7]","[0, 8, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[2, 9, 7]",5902,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are ticks, but not all of them are ticks.",,"[0, 1]",8,1
True,1,0,Some of the symbols are squares.,Some of the symbols are diamonds.,1187,True,0,9.782683333333333,"[4, 3, 5]","[0, 6, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[5, 0, 7]",5616,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are hearts.,,"[1, 0]",8,0
True,1,0,Some of the symbols are ticks.,Some of the symbols are diamonds.,1073,True,0,9.782683333333333,"[2, 1, 3]","[0, 6, 2]",response,1,True,"[0, 1]","[0, 0, 0]",,"[2, 8, 6]",5016,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are ticks.,,"[0, 1]",8,1
True,0,0,There is a club.,There is a spade.,1349,True,2,9.782683333333333,"[1, 9, 0]","[3, 9, 2]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[1, 4, 8]",5554,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a club.,,"[0, 1]",8,1
False,1,3,6 + 1 = ?,There are four triangles.,1543,False,1,9.782683333333333,"[15, 6, 9]","[9, 2, 5]",response,1,True,"[0, 1]","[2, 0, 0]",,"[7, 6, 1]",3758,1,,undefined,,exh-clausal,"[4, 0, 0]",0,,6 + 9 = ?,,"[0, 1]",8,0
True,0,0,There are four squares.,There are four ticks.,2909,True,1,9.782683333333333,"[8, 5, 2]","[2, 7, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[5, 0, 8]",6018,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four notes.,,"[1, 0]",8,0
True,0,2,"There is a spade, but there is nothing besides a spade.",There is a note.,1295,True,2,9.782683333333333,"[7, 1, 0]","[8, 6, 5]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 6, 9]",8239,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a circle, but there is nothing besides a circle.",,"[1, 0]",8,0
False,0,3,9 + 3 = ?,Some of the symbols are triangles.,1427,False,0,9.782683333333333,"[8, 2, 6]","[9, 4, 5]",filler,1,False,"[0, 1]","[2, 0, 0]",,"[12, 9, 3]",3224,0,,undefined,,exh-clausal,"[1, 0, 0]",1,,2 + 6 = ?,,"[1, 0]",8,1
True,1,0,There is a star.,There is a triangle.,1703,True,2,9.782683333333333,"[7, 3, 1]","[9, 3, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 8, 4]",5175,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a circle.,,"[0, 1]",8,1
True,1,1,There is a star.,There is a diamond.,1297,True,2,9.782683333333333,"[4, 8, 9]","[0, 8, 4]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 3, 0]",5024,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[0, 1]",8,1
True,1,2,"There are four stars, but there are no more than four stars.",There are four hearts.,1226,True,1,9.782683333333333,"[9, 5, 3]","[4, 7, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 9, 7]",3571,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There are four triangles, but there are no more than four triangles.",,"[0, 1]",8,1
True,1,3,7 + 7 = ?,There are four clubs.,1257,True,1,9.782683333333333,"[12, 8, 4]","[1, 7, 8]",filler,1,True,"[0, 1]","[8, 0, 0]",,"[14, 7, 7]",3403,0,,undefined,,exh-clausal,"[7, 0, 0]",1,,8 + 4 = ?,,"[1, 0]",8,0
True,1,3,6 + 7 = ?,Some of the symbols are clubs.,2775,True,0,9.782683333333333,"[8, 0, 8]","[1, 4, 9]",response,1,True,"[0, 1]","[9, 0, 0]",,"[13, 6, 7]",4766,0,,undefined,,exh-clausal,"[5, 0, 0]",0,,0 + 8 = ?,,"[1, 0]",8,0
True,1,1,There is a square.,There is a square.,1009,True,2,9.782683333333333,"[0, 6, 8]","[5, 2, 9]",response,1,True,"[0, 1]","[0, 0, 0]",,"[5, 8, 9]",3140,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a diamond.,,"[1, 0]",8,0
True,1,1,Some of the symbols are diamonds.,Some of the symbols are squares.,1365,True,0,9.782683333333333,"[9, 1, 8]","[5, 6, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[0, 4, 2]",5324,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are triangles.,,"[0, 1]",8,1
True,0,1,Some of the symbols are hearts.,Some of the symbols are stars.,1937,True,0,9.782683333333333,"[5, 8, 1]","[6, 3, 5]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[4, 6, 2]",6119,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are squares.,,"[0, 1]",8,1
True,1,2,"Some of the symbols are notes, but not all of them are notes.",Some of the symbols are clubs.,2172,True,0,9.782683333333333,"[3, 9, 8]","[1, 6, 5]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 7, 3]",8723,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are spades, but not all of them are spades.",,"[0, 1]",8,1
True,1,2,"Some of the symbols are stars, but not all of them are stars.",Some of the symbols are ticks.,2615,True,0,9.782683333333333,"[4, 5, 0]","[2, 8, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 7, 0]",8355,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are hearts, but not all of them are hearts.",,"[1, 0]",8,0
True,1,2,"There are four stars, but there are no more than four stars.",There are four ticks.,1428,True,1,9.782683333333333,"[1, 6, 2]","[2, 5, 6]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 2, 0]",4544,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four clubs, but there are no more than four clubs.",,"[0, 1]",8,1
True,0,2,"Some of the symbols are hearts, but not all of them are hearts.",Some of the symbols are spades.,2762,True,0,9.782683333333333,"[8, 0, 9]","[3, 0, 4]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[4, 7, 3]",8818,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are notes, but not all of them are notes.",,"[0, 1]",8,1
True,1,1,There is a tick.,There is a tick.,1520,True,2,9.782683333333333,"[4, 9, 2]","[2, 3, 4]",response,1,True,"[0, 1]","[0, 0, 0]",,"[2, 5, 7]",3934,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a heart.,,"[1, 0]",8,0
True,1,2,"There are four notes, but there are no more than four notes.",There are four triangles.,1481,True,1,9.782683333333333,"[9, 6, 3]","[9, 2, 0]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[8, 6, 4]",4368,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four triangles, but there are no more than four triangles.",,"[0, 1]",8,1
True,1,0,There is a circle.,There is a square.,1101,True,2,9.782683333333333,"[7, 2, 3]","[5, 2, 9]",response,1,True,"[0, 1]","[0, 0, 0]",,"[7, 5, 1]",5243,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a circle.,,"[0, 1]",8,1
True,1,3,9 + 4 = ?,There is a spade.,1482,False,2,9.782683333333333,"[6, 3, 3]","[3, 7, 6]",filler,0,False,"[1, 0]","[1, 0, 0]",,"[13, 9, 4]",3496,0,,undefined,,exh-clausal,"[1, 0, 0]",1,,3 + 3 = ?,,"[1, 0]",8,0
True,1,3,1 + 5 = ?,Some of the symbols are notes.,3192,True,0,9.782683333333333,"[13, 8, 5]","[8, 1, 5]",filler,1,True,"[0, 1]","[3, 0, 0]",,"[6, 1, 5]",5291,0,,undefined,,exh-clausal,"[7, 0, 0]",1,,8 + 5 = ?,,"[1, 0]",8,0
True,1,1,Some of the symbols are squares.,Some of the symbols are circles.,1111,True,0,9.782683333333333,"[8, 4, 5]","[7, 1, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 9, 0]",8010,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are notes.,,"[1, 0]",8,0
False,1,3,7 + 5 = ?,There is a star.,1498,False,2,9.782683333333333,"[8, 4, 4]","[6, 2, 0]",response,0,False,"[1, 0]","[6, 0, 0]",,"[12, 7, 5]",3157,1,,undefined,,exh-clausal,"[5, 0, 0]",0,,4 + 4 = ?,,"[0, 1]",8,0
True,0,2,"There are four notes, but there are no more than four notes.",There are four squares.,941,True,1,9.782683333333333,"[1, 7, 6]","[5, 8, 6]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 5, 1]",3617,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There are four clubs, but there are no more than four clubs.",,"[1, 0]",8,0
True,0,0,Some of the symbols are triangles.,Some of the symbols are clubs.,1448,True,0,9.782683333333333,"[2, 6, 1]","[1, 2, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[9, 3, 5]",5070,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are ticks.,,"[0, 1]",8,1
True,0,3,0 + 9 = ?,There are four hearts.,997,True,1,9.782683333333333,"[0, 0, 0]","[4, 7, 2]",response,0,True,"[1, 0]","[6, 0, 0]",,"[9, 0, 9]",2787,1,,undefined,,exh-clausal,"[6, 0, 0]",0,,0 + 0 = ?,,"[0, 1]",8,1
True,1,0,There is a square.,There is a star.,1567,True,2,9.782683333333333,"[3, 9, 5]","[6, 0, 8]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 8, 9]",5316,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a spade.,,"[1, 0]",8,0
True,1,1,There are four notes.,There are four hearts.,1204,True,1,9.782683333333333,"[5, 9, 4]","[4, 5, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 0, 3]",3619,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four squares.,,"[1, 0]",8,0
True,1,3,7 + 7 = ?,There are four spades.,1289,True,1,9.782683333333333,"[9, 2, 7]","[3, 5, 8]",filler,1,True,"[0, 1]","[2, 0, 0]",,"[14, 7, 7]",3217,0,,undefined,,exh-clausal,"[7, 0, 0]",1,,2 + 7 = ?,,"[1, 0]",8,0
True,1,2,"Some of the symbols are clubs, but not all of them are clubs.",Some of the symbols are circles.,1172,True,0,9.782683333333333,"[6, 4, 5]","[7, 1, 9]",response,1,True,"[0, 1]","[0, 0, 0]",,"[1, 5, 0]",6025,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are stars, but not all of them are stars.",,"[1, 0]",8,0
True,0,1,Some of the symbols are spades.,Some of the symbols are ticks.,1063,True,0,9.782683333333333,"[7, 1, 8]","[2, 8, 4]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 7, 2]",3827,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are circles.,,"[1, 0]",8,0
True,0,0,There is a circle.,There is a star.,917,True,2,9.782683333333333,"[4, 0, 7]","[6, 5, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[7, 3, 8]",3718,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[0, 1]",8,1
,,,,,,,,12.493883333333333,,,,,,,,1,,,,,undefined,bot_check,,,,"[0, 'mary']",,Mary,,9,
True,1,1,There are four notes.,There are four hearts.,8340,True,1,12.493883333333333,"[7, 4, 9]","[4, 5, 6]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 6, 3]",14430,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four circles.,,"[0, 1]",9,1
True,1,1,There are four diamonds.,There are four hearts.,2720,True,1,12.493883333333333,"[3, 9, 7]","[4, 9, 8]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 7, 1]",7350,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[1, 0]",9,0
True,0,2,"There is a heart, but there is nothing besides a heart.",There is a note.,5789,True,2,12.493883333333333,"[2, 5, 6]","[8, 9, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 2, 7]",11901,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a tick, but there is nothing besides a tick.",,"[1, 0]",9,0
False,0,3,5 + 0 = ?,Some of the symbols are hearts.,2615,False,0,12.493883333333333,"[14, 6, 8]","[4, 9, 3]",response,0,True,"[1, 0]","[1, 0, 0]",,"[5, 5, 0]",8873,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,6 + 8 = ?,,"[1, 0]",9,1
True,0,2,"There is a star, but there is nothing besides a star.",There is a club.,1926,True,2,12.493883333333333,"[8, 5, 3]","[1, 9, 7]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 8, 0]",7336,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a note, but there is nothing besides a note.",,"[0, 1]",9,1
True,0,3,2 + 2 = ?,There are four notes.,1969,True,1,12.493883333333333,"[13, 5, 8]","[8, 5, 6]",filler,0,True,"[1, 0]","[3, 0, 0]",,"[4, 2, 2]",6439,1,,undefined,,exh-clausal,"[3, 0, 0]",1,,5 + 8 = ?,,"[0, 1]",9,1
True,1,3,8 + 2 = ?,There are four circles.,1710,False,1,12.493883333333333,"[14, 5, 9]","[7, 8, 3]",filler,0,False,"[1, 0]","[6, 0, 0]",,"[10, 8, 2]",5520,0,,undefined,,exh-clausal,"[9, 0, 0]",1,,5 + 9 = ?,,"[1, 0]",9,0
True,1,0,There are four circles.,There are four circles.,2474,True,1,12.493883333333333,"[6, 0, 5]","[7, 2, 5]",response,1,True,"[0, 1]","[0, 0, 0]",,"[7, 4, 5]",7432,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[0, 1]",9,1
True,0,2,"There are four stars, but there are no more than four stars.",There are four ticks.,2629,True,1,12.493883333333333,"[8, 1, 9]","[2, 4, 0]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 4, 0]",8680,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four notes, but there are no more than four notes.",,"[0, 1]",9,1
False,1,3,6 + 9 = ?,Some of the symbols are ticks.,3704,False,0,12.493883333333333,"[15, 9, 6]","[2, 7, 3]",response,0,False,"[1, 0]","[1, 0, 0]",,"[15, 6, 9]",7512,1,,undefined,,exh-clausal,"[6, 0, 0]",0,,9 + 6 = ?,,"[0, 1]",9,0
True,1,2,"Some of the symbols are clubs, but not all of them are clubs.",Some of the symbols are spades.,2864,True,0,12.493883333333333,"[5, 8, 9]","[3, 4, 2]",response,1,True,"[0, 1]","[0, 0, 0]",,"[1, 9, 5]",9192,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are squares, but not all of them are squares.",,"[0, 1]",9,1
True,1,0,There are four notes.,There are four diamonds.,2343,True,1,12.493883333333333,"[6, 9, 0]","[0, 5, 4]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 1, 6]",7429,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four stars.,,"[1, 0]",9,0
True,0,1,Some of the symbols are squares.,Some of the symbols are squares.,2301,True,0,12.493883333333333,"[9, 3, 2]","[5, 7, 6]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 9, 6]",7931,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are triangles.,,"[0, 1]",9,1
True,1,1,Some of the symbols are triangles.,Some of the symbols are diamonds.,2629,True,0,12.493883333333333,"[9, 0, 2]","[0, 5, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 6, 4]",8481,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are triangles.,,"[1, 0]",9,0
True,1,2,"Some of the symbols are diamonds, but not all of them are diamonds.",Some of the symbols are squares.,2685,True,0,12.493883333333333,"[2, 9, 7]","[5, 7, 6]",response,1,True,"[0, 1]","[0, 0, 0]",,"[0, 8, 6]",8136,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are ticks, but not all of them are ticks.",,"[0, 1]",9,1
True,0,1,There are four hearts.,There are four notes.,2148,True,1,12.493883333333333,"[1, 9, 6]","[8, 5, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 5, 9]",5806,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four clubs.,,"[0, 1]",9,1
True,1,2,"There are four diamonds, but there are no more than four diamonds.",There are four notes.,2145,True,1,12.493883333333333,"[5, 4, 9]","[8, 9, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[0, 8, 6]",8456,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four squares, but there are no more than four squares.",,"[1, 0]",9,0
True,1,2,"There is a heart, but there is nothing besides a heart.",There is a club.,2548,True,2,12.493883333333333,"[8, 6, 3]","[1, 8, 9]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 5, 8]",8565,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a note, but there is nothing besides a note.",,"[1, 0]",9,0
True,1,1,Some of the symbols are squares.,Some of the symbols are circles.,2416,True,0,12.493883333333333,"[5, 8, 9]","[7, 5, 1]",response,1,True,"[0, 1]","[0, 0, 0]",,"[5, 6, 0]",6730,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are squares.,,"[0, 1]",9,1
False,0,3,0 + 0 = ?,There are four hearts.,2027,False,1,12.493883333333333,"[8, 1, 7]","[4, 7, 2]",response,0,True,"[1, 0]","[5, 0, 0]",,"[0, 0, 0]",5799,0,,undefined,,exh-clausal,"[3, 0, 0]",0,,1 + 7 = ?,,"[1, 0]",9,1
True,1,0,There is a tick.,There is a spade.,2253,True,2,12.493883333333333,"[4, 9, 5]","[3, 2, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[2, 0, 6]",9144,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a heart.,,"[0, 1]",9,1
True,1,0,Some of the symbols are squares.,Some of the symbols are stars.,2444,True,0,12.493883333333333,"[5, 4, 1]","[6, 3, 2]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 0, 2]",8120,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are squares.,,"[0, 1]",9,1
False,1,3,2 + 3 = ?,Some of the symbols are squares.,2676,False,0,12.493883333333333,"[5, 3, 2]","[5, 6, 4]",filler,0,False,"[1, 0]","[5, 0, 0]",,"[5, 2, 3]",6816,0,,undefined,,exh-clausal,"[5, 0, 0]",1,,3 + 2 = ?,,"[1, 0]",9,1
True,1,2,"Some of the symbols are triangles, but not all of them are triangles.",Some of the symbols are spades.,2347,True,0,12.493883333333333,"[4, 0, 8]","[3, 5, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 7, 3]",8672,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are hearts, but not all of them are hearts.",,"[0, 1]",9,1
True,0,2,"There is a square, but there is nothing besides a square.",There is a tick.,2510,True,2,12.493883333333333,"[5, 9, 6]","[2, 8, 6]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 7, 9]",7349,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a square, but there is nothing besides a square.",,"[1, 0]",9,0
True,0,3,3 + 5 = ?,There are four triangles.,2214,True,1,12.493883333333333,"[10, 6, 4]","[9, 0, 8]",response,0,True,"[1, 0]","[2, 0, 0]",,"[8, 3, 5]",6394,1,,undefined,,exh-clausal,"[9, 0, 0]",0,,6 + 4 = ?,,"[0, 1]",9,1
