goodPTChoice,response,goodPOChoice,pTChoice,response_rt,Answer.condition,primeStrength,trial_type,pOSymbols,slide_type,responseChoice,image,primeType,workerid,pTSymbols,audio,responseSymbols,responseSentence,pOChoice,slide_number,primeOShuffle,correctPChoices,correctPOChoice,btwncondition,Answer.time_in_minutes,correctPTChoice,pTSentence,pTwrongAnswer,pOwrongAnswer,block_rt,pOSentence,primeTShuffle
0,,0,0,3001,undefined,1,response,"[9, 6, 0]",,0,,2,6,"[0, 1, 8]",,"[6, 4, 9]",There is a star.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",9675,There is a triangle.,"[1, 0]"
0,,0,1,3748,undefined,0,response,"[0, 5, 2]",,0,,0,6,"[2, 1, 0]",,"[9, 4, 1]",Some of the symbols are triangles.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",11188,Some of the symbols are diamonds.,"[1, 0]"
0,,1,0,3519,undefined,0,filler,"[2, 9, 8]",,1,,2,6,"[5, 3, 4]",,"[5, 1, 2]",There is a square.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",13508,There is a tick.,"[1, 0]"
1,,0,1,4091,undefined,2,response,"[3, 9, 8]",,0,,0,6,"[5, 0, 2]",,"[7, 1, 5]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",9891,All of the symbols are spades.,"[0, 1]"
0,,0,0,4189,undefined,0,filler,"[1, 0, 7]",,0,,0,6,"[6, 5, 7]",,"[2, 8, 5]",Some of the symbols are ticks.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",12880,Some of the symbols are clubs.,"[1, 0]"
0,,0,0,3280,undefined,2,filler,"[3, 0, 4]",,1,,1,6,"[9, 6, 2]",,"[2, 9, 4]",There are four ticks.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There are six triangles.,"[0, 0, 0]","[0, 0, 0]",11229,There are six spades.,"[1, 0]"
0,,0,0,2783,undefined,2,filler,"[4, 8, 1]",,0,,0,6,"[3, 7, 8]",,"[2, 5, 8]",Some of the symbols are ticks.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",11077,All of the symbols are hearts.,"[1, 0]"
1,,1,1,5180,undefined,2,response,"[1, 0, 7]",,1,,1,6,"[6, 9, 4]",,"[3, 8, 4]",There are four spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are six stars.,"[0, 0, 0]","[0, 0, 0]",11878,There are six clubs.,"[0, 1]"
1,,0,1,17687,undefined,2,response,"[4, 6, 0]",,0,,0,6,"[5, 8, 3]",,"[0, 4, 8]",Some of the symbols are diamonds.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",25110,All of the symbols are hearts.,"[0, 1]"
1,,0,1,4173,undefined,3,filler,"[7, 0, 7]",,1,,2,6,"[12, 7, 5]",,"[0, 2, 6]",There is a diamond.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,7 + 5 = ?,"[9, 0, 0]","[8, 0, 0]",11783,0 + 7 = ?,"[0, 1]"
1,,0,1,4152,undefined,0,response,"[8, 3, 9]",,1,,0,6,"[4, 8, 7]",,"[8, 4, 1]",Some of the symbols are notes.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",13342,Some of the symbols are notes.,"[0, 1]"
0,,0,0,4399,undefined,1,filler,"[1, 0, 2]",,1,,2,6,"[4, 3, 0]",,"[9, 7, 5]",There is a triangle.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",12260,There is a club.,"[1, 0]"
0,,0,1,3706,undefined,0,filler,"[2, 0, 7]",,1,,2,6,"[3, 0, 9]",,"[2, 9, 1]",There is a tick.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,There is a spade.,"[0, 0, 0]","[0, 0, 0]",11299,There is a tick.,"[1, 0]"
1,,0,1,3405,undefined,1,filler,"[7, 8, 3]",,1,,1,6,"[8, 4, 1]",,"[1, 9, 7]",There are four clubs.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four notes.,"[0, 0, 0]","[0, 0, 0]",10733,There are four circles.,"[0, 1]"
0,,0,0,4670,undefined,1,response,"[9, 2, 3]",,1,,2,6,"[4, 8, 5]",,"[1, 5, 9]",There is a club.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",12984,There is a triangle.,"[1, 0]"
0,,1,1,3729,undefined,2,filler,"[9, 2, 0]",,1,,2,6,"[2, 8, 9]",,"[7, 5, 1]",There is a circle.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,There is a tick and a note.,"[0, 0, 0]","[0, 0, 0]",10585,There is a triangle and a tick.,"[1, 0]"
1,,0,1,3557,undefined,3,response,"[15, 7, 8]",,1,,1,6,"[11, 8, 3]",,"[3, 8, 5]",There are four spades.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,8 + 3 = ?,"[7, 0, 0]","[2, 0, 0]",11072,7 + 8 = ?,"[0, 1]"
1,,1,1,3082,undefined,0,filler,"[3, 1, 2]",,0,,2,6,"[7, 0, 2]",,"[5, 3, 9]",There is a square.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a circle.,"[0, 0, 0]","[0, 0, 0]",10211,There is a spade.,"[0, 1]"
1,,1,0,3984,undefined,1,response,"[6, 7, 9]",,0,,0,6,"[2, 1, 7]",,"[4, 7, 9]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",12468,Some of the symbols are stars.,"[0, 1]"
0,,1,1,2861,undefined,0,filler,"[9, 5, 6]",,0,,0,6,"[8, 2, 3]",,"[1, 9, 7]",Some of the symbols are clubs.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",8676,Some of the symbols are triangles.,"[1, 0]"
1,,1,0,3330,undefined,3,filler,"[16, 7, 9]",,1,,0,6,"[13, 8, 5]",,"[0, 8, 1]",Some of the symbols are diamonds.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,8 + 5 = ?,"[5, 0, 0]","[2, 0, 0]",11594,7 + 9 = ?,"[0, 1]"
0,,1,1,3588,undefined,3,response,"[18, 9, 9]",,0,,2,6,"[11, 8, 3]",,"[6, 4, 5]",There is a star.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,8 + 3 = ?,"[1, 0, 0]","[3, 0, 0]",9238,9 + 9 = ?,"[1, 0]"
1,,1,1,4023,undefined,2,filler,"[5, 9, 2]",,1,,0,6,"[0, 1, 6]",,"[0, 1, 8]",Some of the symbols are diamonds.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,All of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",11663,All of the symbols are squares.,"[0, 1]"
1,,1,1,3353,undefined,0,filler,"[9, 5, 2]",,0,,0,6,"[1, 8, 7]",,"[3, 5, 2]",Some of the symbols are spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",10367,Some of the symbols are triangles.,"[0, 1]"
1,,1,0,5020,undefined,0,response,"[2, 4, 7]",,0,,2,6,"[8, 3, 4]",,"[3, 7, 0]",There is a spade.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,There is a note.,"[0, 0, 0]","[0, 0, 0]",11141,There is a tick.,"[0, 1]"
1,,0,0,3793,undefined,2,filler,"[5, 1, 9]",,1,,2,6,"[0, 8, 6]",,"[4, 7, 9]",There is a heart.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,There is a diamond and a note.,"[0, 0, 0]","[0, 0, 0]",13116,There is a square and a club.,"[0, 1]"
0,,0,0,3149,undefined,2,response,"[3, 1, 2]",,1,,2,6,"[3, 9, 7]",,"[1, 6, 4]",There is a club.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There is a spade and a triangle.,"[0, 0, 0]","[0, 0, 0]",11165,There is a spade and a club.,"[1, 0]"
1,,1,0,3180,undefined,3,response,"[11, 3, 8]",,0,,2,6,"[12, 3, 9]",,"[5, 2, 9]",There is a square.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,3 + 9 = ?,"[3, 0, 0]","[9, 0, 0]",10254,3 + 8 = ?,"[0, 1]"
0,,1,1,2781,undefined,3,filler,"[9, 6, 3]",,0,,1,6,"[11, 4, 7]",,"[2, 3, 1]",There are four ticks.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,4 + 7 = ?,"[3, 0, 0]","[9, 0, 0]",11010,6 + 3 = ?,"[1, 0]"
1,,0,1,2078,undefined,1,filler,"[7, 5, 3]",,0,,1,6,"[5, 9, 2]",,"[1, 7, 6]",There are four clubs.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",8185,There are four circles.,"[0, 1]"
1,,1,0,2895,undefined,3,response,"[15, 6, 9]",,1,,1,6,"[6, 3, 3]",,"[8, 3, 5]",There are four notes.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,3 + 3 = ?,"[5, 0, 0]","[7, 0, 0]",7492,6 + 9 = ?,"[0, 1]"
0,,1,0,3499,undefined,1,response,"[3, 2, 8]",,1,,1,6,"[9, 3, 5]",,"[6, 2, 4]",There are four stars.,0,,"[0, 1]",False,False,alternative,19.39143333333333,True,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",10340,There are four spades.,"[1, 0]"
0,,1,1,2844,undefined,3,response,"[11, 4, 7]",,0,,2,6,"[12, 8, 4]",,"[7, 4, 3]",There is a circle.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,8 + 4 = ?,"[1, 0, 0]","[4, 0, 0]",10204,4 + 7 = ?,"[1, 0]"
0,,0,1,2554,undefined,1,response,"[8, 6, 9]",,0,,2,6,"[3, 0, 9]",,"[5, 4, 7]",There is a square.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,There is a spade.,"[0, 0, 0]","[0, 0, 0]",8935,There is a note.,"[1, 0]"
1,,0,1,3079,undefined,0,response,"[1, 0, 7]",,1,,1,6,"[4, 8, 5]",,"[2, 7, 4]",There are four ticks.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",14360,There are four clubs.,"[0, 1]"
0,,1,1,4031,undefined,3,filler,"[12, 9, 3]",,0,,0,6,"[8, 5, 3]",,"[4, 3, 5]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,5 + 3 = ?,"[0, 0, 0]","[8, 0, 0]",11233,9 + 3 = ?,"[1, 0]"
0,,1,0,4231,undefined,2,filler,"[4, 2, 1]",,1,,2,6,"[3, 9, 1]",,"[8, 2, 7]",There is a note.,0,,"[0, 1]",False,False,alternative,19.39143333333333,True,There is a spade and a triangle.,"[0, 0, 0]","[0, 0, 0]",14844,There is a heart and a tick.,"[1, 0]"
1,,1,1,1533,undefined,0,response,"[4, 6, 3]",,1,,2,6,"[6, 3, 7]",,"[4, 3, 8]",There is a heart.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",7543,There is a heart.,"[0, 1]"
0,,1,1,3640,undefined,0,response,"[9, 5, 8]",,1,,1,6,"[7, 5, 1]",,"[2, 7, 9]",There are four ticks.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,There are four circles.,"[0, 0, 0]","[0, 0, 0]",10453,There are four triangles.,"[1, 0]"
1,,0,1,3675,undefined,0,filler,"[4, 2, 9]",,1,,1,6,"[9, 4, 5]",,"[0, 9, 7]",There are four diamonds.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",8531,There are four hearts.,"[0, 1]"
0,,1,0,12340,undefined,2,response,"[4, 0, 3]",,0,,1,6,"[1, 9, 6]",,"[9, 3, 5]",There are four triangles.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",20585,There are six hearts.,"[1, 0]"
0,,1,0,2970,undefined,2,response,"[4, 0, 5]",,0,,2,6,"[5, 0, 3]",,"[1, 6, 7]",There is a club.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a square and a diamond.,"[0, 0, 0]","[0, 0, 0]",11051,There is a heart and a diamond.,"[1, 0]"
1,,1,1,2647,undefined,3,filler,"[5, 2, 3]",,1,,1,6,"[5, 2, 3]",,"[4, 8, 5]",There are four hearts.,0,,"[0, 1]",False,False,alternative,19.39143333333333,True,2 + 3 = ?,"[1, 0, 0]","[2, 0, 0]",8364,2 + 3 = ?,"[0, 1]"
1,,0,0,3052,undefined,1,response,"[5, 2, 1]",,0,,0,6,"[5, 8, 0]",,"[7, 8, 4]",Some of the symbols are circles.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",8715,Some of the symbols are squares.,"[0, 1]"
0,,0,0,2810,undefined,0,response,"[1, 6, 2]",,0,,0,6,"[2, 9, 0]",,"[5, 1, 4]",Some of the symbols are squares.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",12355,Some of the symbols are clubs.,"[1, 0]"
0,,0,0,3488,undefined,2,response,"[2, 6, 0]",,1,,1,6,"[5, 7, 2]",,"[2, 8, 7]",There are four ticks.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are six squares.,"[0, 0, 0]","[0, 0, 0]",9859,There are six ticks.,"[1, 0]"
1,,1,1,3080,undefined,2,filler,"[8, 9, 2]",,1,,1,6,"[1, 6, 7]",,"[7, 1, 9]",There are four circles.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",8604,There are six notes.,"[0, 1]"
1,,1,0,3010,undefined,3,filler,"[13, 6, 7]",,0,,0,6,"[13, 5, 8]",,"[2, 8, 6]",Some of the symbols are ticks.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,5 + 8 = ?,"[1, 0, 0]","[5, 0, 0]",14816,6 + 7 = ?,"[0, 1]"
1,,1,1,2190,undefined,2,filler,"[4, 0, 3]",,0,,0,6,"[0, 5, 6]",,"[4, 5, 0]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,19.39143333333333,True,All of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",8798,All of the symbols are hearts.,"[0, 1]"
1,,0,0,3585,undefined,1,filler,"[8, 1, 7]",,1,,2,6,"[1, 4, 2]",,"[1, 8, 7]",There is a club.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,There is a club.,"[0, 0, 0]","[0, 0, 0]",8249,There is a note.,"[0, 1]"
1,,0,1,4595,undefined,3,filler,"[14, 5, 9]",,0,,1,6,"[7, 1, 6]",,"[0, 2, 5]",There are four diamonds.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,1 + 6 = ?,"[6, 0, 0]","[5, 0, 0]",8231,5 + 9 = ?,"[0, 1]"
1,,0,1,2937,undefined,1,filler,"[7, 6, 1]",,1,,1,6,"[6, 1, 5]",,"[8, 3, 9]",There are four notes.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",9506,There are four circles.,"[0, 1]"
0,,0,1,4439,undefined,1,filler,"[4, 0, 3]",,0,,0,6,"[2, 7, 5]",,"[9, 7, 1]",Some of the symbols are triangles.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",11293,Some of the symbols are hearts.,"[1, 0]"
0,,0,0,2958,undefined,1,response,"[5, 8, 0]",,1,,1,6,"[5, 1, 9]",,"[1, 5, 3]",There are four clubs.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",10722,There are four squares.,"[1, 0]"
0,,1,0,2909,undefined,0,filler,"[0, 1, 2]",,1,,1,6,"[3, 2, 0]",,"[4, 6, 7]",There are four hearts.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",11118,There are four diamonds.,"[1, 0]"
0,,1,0,2994,undefined,3,filler,"[9, 7, 2]",,0,,2,6,"[10, 3, 7]",,"[0, 6, 8]",There is a diamond.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,3 + 7 = ?,"[4, 0, 0]","[8, 0, 0]",9806,7 + 2 = ?,"[1, 0]"
1,,0,0,3549,undefined,1,response,"[5, 8, 9]",,0,,0,6,"[7, 5, 9]",,"[1, 2, 9]",Some of the symbols are clubs.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",9989,Some of the symbols are squares.,"[0, 1]"
1,,1,0,2747,undefined,1,filler,"[9, 4, 1]",,0,,0,6,"[2, 6, 4]",,"[4, 7, 8]",Some of the symbols are hearts.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",11544,Some of the symbols are triangles.,"[0, 1]"
0,,0,0,3175,undefined,2,filler,"[2, 5, 8]",,1,,1,6,"[6, 3, 2]",,"[8, 9, 5]",There are four notes.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are six stars.,"[0, 0, 0]","[0, 0, 0]",11068,There are six ticks.,"[1, 0]"
0,,0,1,3287,undefined,0,filler,"[8, 4, 1]",,0,,0,6,"[9, 1, 2]",,"[4, 7, 0]",Some of the symbols are hearts.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",11050,Some of the symbols are notes.,"[1, 0]"
0,,0,0,3881,undefined,0,filler,"[1, 5, 6]",,1,,1,6,"[4, 3, 7]",,"[4, 3, 0]",There are four hearts.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",12173,There are four clubs.,"[1, 0]"
0,,0,0,3568,undefined,0,response,"[0, 9, 4]",,0,,2,6,"[6, 8, 4]",,"[9, 8, 4]",There is a triangle.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",10436,There is a diamond.,"[1, 0]"
0,,1,1,5306,undefined,1,filler,"[7, 0, 3]",,0,,0,6,"[4, 2, 0]",,"[7, 6, 4]",Some of the symbols are circles.,0,,"[0, 1]",False,False,alternative,19.39143333333333,False,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",11314,Some of the symbols are circles.,"[1, 0]"
1,,0,0,2962,undefined,0,filler,"[4, 7, 0]",,1,,2,6,"[3, 5, 7]",,"[2, 3, 0]",There is a tick.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,There is a spade.,"[0, 0, 0]","[0, 0, 0]",12569,There is a heart.,"[0, 1]"
1,,0,1,3087,undefined,0,response,"[2, 6, 4]",,0,,2,6,"[7, 8, 9]",,"[1, 3, 8]",There is a club.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There is a circle.,"[0, 0, 0]","[0, 0, 0]",9469,There is a tick.,"[0, 1]"
1,,0,1,3768,undefined,3,filler,"[7, 2, 5]",,0,,2,6,"[7, 4, 3]",,"[3, 6, 9]",There is a spade.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,4 + 3 = ?,"[7, 0, 0]","[9, 0, 0]",10114,2 + 5 = ?,"[0, 1]"
0,,1,0,3376,undefined,2,filler,"[9, 0, 2]",,1,,1,6,"[9, 5, 7]",,"[3, 1, 0]",There are four spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are six triangles.,"[0, 0, 0]","[0, 0, 0]",10116,There are six triangles.,"[1, 0]"
1,,1,0,3489,undefined,3,filler,"[18, 9, 9]",,1,,1,6,"[8, 8, 0]",,"[8, 1, 5]",There are four notes.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,8 + 0 = ?,"[9, 0, 0]","[0, 0, 0]",9648,9 + 9 = ?,"[0, 1]"
1,,0,1,2637,undefined,0,response,"[8, 2, 0]",,0,,0,6,"[5, 6, 4]",,"[2, 1, 3]",Some of the symbols are ticks.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",9455,Some of the symbols are notes.,"[0, 1]"
0,,0,1,3000,undefined,1,filler,"[5, 6, 2]",,0,,0,6,"[2, 8, 1]",,"[7, 6, 0]",Some of the symbols are circles.,1,,"[1, 0]",False,False,alternative,19.39143333333333,False,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",10519,Some of the symbols are squares.,"[1, 0]"
1,,1,0,3541,undefined,3,response,"[3, 2, 1]",,1,,1,6,"[12, 5, 7]",,"[4, 6, 7]",There are four hearts.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,5 + 7 = ?,"[3, 0, 0]","[4, 0, 0]",10118,2 + 1 = ?,"[0, 1]"
0,,1,0,2351,undefined,2,response,"[0, 1, 7]",,1,,2,6,"[6, 5, 0]",,"[0, 3, 5]",There is a diamond.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a star and a square.,"[0, 0, 0]","[0, 0, 0]",7883,There is a diamond and a club.,"[1, 0]"
0,,0,0,3815,undefined,1,filler,"[5, 6, 3]",,1,,2,6,"[3, 4, 0]",,"[9, 1, 7]",There is a triangle.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There is a spade.,"[0, 0, 0]","[0, 0, 0]",10605,There is a square.,"[1, 0]"
0,,1,0,2467,undefined,2,response,"[9, 0, 2]",,0,,0,6,"[9, 0, 1]",,"[4, 1, 7]",Some of the symbols are hearts.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,All of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",8790,All of the symbols are triangles.,"[1, 0]"
0,,0,0,2899,undefined,3,response,"[14, 5, 9]",,0,,0,6,"[9, 1, 8]",,"[8, 4, 3]",Some of the symbols are notes.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,1 + 8 = ?,"[8, 0, 0]","[6, 0, 0]",9012,5 + 9 = ?,"[1, 0]"
1,,1,0,2681,undefined,3,response,"[13, 9, 4]",,0,,0,6,"[16, 9, 7]",,"[9, 7, 3]",Some of the symbols are triangles.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,9 + 7 = ?,"[6, 0, 0]","[6, 0, 0]",7829,9 + 4 = ?,"[0, 1]"
1,,0,1,2978,undefined,2,filler,"[3, 2, 6]",,0,,2,6,"[4, 7, 2]",,"[2, 8, 9]",There is a tick.,1,,"[1, 0]",False,False,alternative,19.39143333333333,True,There is a heart and a circle.,"[0, 0, 0]","[0, 0, 0]",8719,There is a spade and a tick.,"[0, 1]"
0,,1,0,2043,undefined,0,response,"[4, 0, 8]",,1,,1,6,"[6, 2, 5]",,"[3, 9, 4]",There are four spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",6933,There are four hearts.,"[1, 0]"
0,,1,0,3138,undefined,3,filler,"[11, 6, 5]",,1,,2,6,"[10, 9, 1]",,"[8, 6, 3]",There is a note.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,9 + 1 = ?,"[3, 0, 0]","[9, 0, 0]",8833,6 + 5 = ?,"[1, 0]"
0,,0,0,3595,undefined,0,response,"[7, 4, 8]",,1,,1,6,"[5, 7, 2]",,"[7, 5, 4]",There are four circles.,0,,"[1, 0]",True,True,alternative,19.39143333333333,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",11193,There are four circles.,"[1, 0]"
1,,1,0,8196,undefined,3,filler,"[14, 5, 9]",,1,,0,6,"[15, 7, 8]",,"[9, 4, 1]",Some of the symbols are triangles.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,7 + 8 = ?,"[2, 0, 0]","[4, 0, 0]",16307,5 + 9 = ?,"[0, 1]"
1,,0,0,1398,undefined,3,response,"[9, 0, 9]",,0,,0,6,"[11, 6, 5]",,"[3, 5, 6]",Some of the symbols are spades.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,6 + 5 = ?,"[3, 0, 0]","[10, 0, 0]",4683,0 + 9 = ?,"[0, 1]"
0,,0,1,1610,undefined,1,filler,"[8, 3, 0]",,1,,2,6,"[3, 8, 0]",,"[7, 0, 4]",There is a circle.,0,,"[1, 0]",False,True,alternative,19.39143333333333,False,There is a spade.,"[0, 0, 0]","[0, 0, 0]",4619,There is a note.,"[1, 0]"
1,,1,1,1843,undefined,1,response,"[2, 8, 5]",,1,,2,6,"[9, 0, 8]",,"[3, 9, 8]",There is a spade.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There is a triangle.,"[0, 0, 0]","[0, 0, 0]",4902,There is a tick.,"[0, 1]"
1,,1,1,1604,undefined,1,response,"[9, 0, 2]",,1,,1,6,"[2, 3, 8]",,"[3, 0, 6]",There are four spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,There are four ticks.,"[0, 0, 0]","[0, 0, 0]",5281,There are four triangles.,"[0, 1]"
0,,1,1,1809,undefined,1,response,"[8, 6, 1]",,1,,1,6,"[7, 6, 1]",,"[5, 4, 9]",There are four squares.,1,,"[0, 1]",False,True,alternative,19.39143333333333,False,There are four circles.,"[0, 0, 0]","[0, 0, 0]",4945,There are four notes.,"[1, 0]"
1,,1,1,1581,undefined,1,response,"[8, 2, 1]",,1,,0,6,"[6, 2, 4]",,"[3, 0, 4]",Some of the symbols are spades.,1,,"[0, 1]",True,True,alternative,19.39143333333333,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",5136,Some of the symbols are notes.,"[0, 1]"
,"[0, 'Margaret']",,,,undefined,,,,bot_check,,Margaret,,7,,,,,,1,,,,,10.30205,,,,,,,
0,,0,0,1993,undefined,0,response,"[1, 4, 0]",,0,,0,7,"[8, 6, 5]",,"[9, 7, 5]",Some of the symbols are triangles.,1,,"[1, 0]",False,False,alternative,10.30205,True,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",8671,Some of the symbols are clubs.,"[1, 0]"
1,,1,1,1761,undefined,2,filler,"[0, 3, 4]",,1,,2,7,"[3, 0, 2]",,"[4, 0, 7]",There is a heart.,0,,"[0, 1]",False,False,alternative,10.30205,True,There is a spade and a diamond.,"[0, 0, 0]","[0, 0, 0]",6320,There is a diamond and a spade.,"[0, 1]"
1,,0,1,2110,undefined,2,filler,"[5, 7, 6]",,0,,0,7,"[3, 9, 8]",,"[3, 1, 2]",Some of the symbols are spades.,0,,"[1, 0]",True,True,alternative,10.30205,True,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",7024,All of the symbols are squares.,"[0, 1]"
1,,0,1,1392,undefined,0,filler,"[9, 6, 7]",,1,,1,7,"[1, 9, 7]",,"[9, 8, 0]",There are four triangles.,0,,"[1, 0]",True,True,alternative,10.30205,True,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",4848,There are four triangles.,"[0, 1]"
